Aimag,Year,Mort_hor,Mort_cat,Mort_cam,Mort_sheep,Mort_goat,All_SFU,All
Umnugovi,2019,0.001036269430051813,0.0,0.002626395272488509,0.001742160278745645,0.003784071424348135,0.0025479947867387,0.0018377792811268203
Umnugovi,2020,0.01095890410958904,0.01261829652996846,0.003799873337555415,0.00835421888053467,0.006454866364094806,0.007370972676566802,0.00843723184434848
Umnugovi,2021,0.04619565217391304,0.08734939759036144,0.03537170263788969,0.04175212423088192,0.0462972772539464,0.04531452233010637,0.051393230777398505
Umnugovi,2022,0.006862745098039216,0.006389776357827477,0.006849315068493151,0.003829583532790809,0.003954305799648506,0.005223908343912167,0.005577145171359831
Umnugovi,2023,0.05777777777777778,0.08908045977011496,0.03094660194174757,0.04439840165754032,0.07577594568380214,0.05830720688130552,0.059595837366196544
Umnugovi,2024,0.06364617044228695,0.05797101449275362,0.03307888040712469,0.04092819294719532,0.03836674334538285,0.043576256135763804,0.04679820032694869
Uvs,1992,0.08850931677018634,0.09344581440622973,0.07736389684813755,0.04921077065923863,0.05233143240523314,0.07455786850467376,0.07217224621780507
Uvs,1993,0.06546080964685616,0.05592991913746631,0.04878048780487804,0.03508771929824561,0.02535301668806162,0.04870721165561555,0.046122390515101544
Uvs,1994,0.02516309412861137,0.02448979591836735,0.04597701149425287,0.03677652733118971,0.0311614730878187,0.03022915650901999,0.032713580392048
Uvs,1995,0.02521739130434783,0.03028467595396729,0.03162055335968379,0.03269561696527989,0.02242585001205691,0.028925783451052775,0.028448817519067145
Uvs,1996,0.02559867877786953,0.03408466190214404,0.004048582995951417,0.02453209262979803,0.02038269550748752,0.02656770376225654,0.02172934236265011
Uvs,1997,0.02502017756255044,0.05103148751357221,0.004132231404958678,0.02009340719018138,0.0177734375,0.03029928057553957,0.023610148234252542
Uvs,1998,0.02898550724637681,0.03559693318729464,0.02074688796680498,0.0192327793456674,0.02285513361462729,0.02723599653360044,0.025483448272154225
Uvs,1999,0.02766798418972332,0.0406945198046663,0.02469135802469136,0.01881611065907242,0.01914106482226154,0.02782359876679989,0.026202207500082987
Uvs,2000,0.2982758620689655,0.3226190476190476,0.09691629955947138,0.1134401972872996,0.14,0.22156437190728365,0.19425028130695682
Uvs,2001,0.1108144192256342,0.184484389782403,0.02747252747252747,0.0649895178197065,0.060164782525388,0.10150476567318772,0.08958512736513183
Uvs,2002,0.1306306306306306,0.1283185840707964,0.07142857142857142,0.130806257521059,0.1567700122613417,0.13364596026109682,0.12359081118247983
Uvs,2003,0.03284072249589491,0.0457280385078219,0.01351351351351351,0.01987544719756194,0.01652298850574713,0.02708983820607437,0.025696142044107882
Uvs,2004,0.01095461658841941,0.01343784994400896,0.006410256410256411,0.005635566687539136,0.005738057667479558,0.008323314528807918,0.008435269459540696
Uvs,2005,0.03129445234708393,0.03988035892323031,0.0189873417721519,0.05041018998272884,0.06907697833113852,0.04893952095178302,0.0419298642712667
Uvs,2006,0.01639344262295082,0.02203856749311294,0.01265822784810127,0.01508555229320644,0.01639344262295082,0.017097596687026533,0.01651384657606446
Uvs,2007,0.02493765586034912,0.02916666666666667,0.0124223602484472,0.01862980769230769,0.01990586389488135,0.02205532265743848,0.021012470872530407
Uvs,2008,0.06014150943396226,0.1105990783410138,0.0303030303030303,0.08238147394773901,0.08602902605350586,0.08458612666404597,0.07389082361585025
Uvs,2009,0.08070617906683482,0.1505922165820643,0.03726708074534161,0.1122633744855967,0.1166308712298067,0.11448769869537208,0.09949194442192882
Uvs,2010,0.213903743315508,0.2692307692307692,0.09433962264150943,0.3012837306785434,0.2816297355253753,0.27069342291698045,0.23207752027834108
Uvs,2011,0.03182579564489112,0.02843601895734597,0.01379310344827586,0.02522847213283563,0.02427610412401287,0.02646999732118939,0.024711898861472292
Uvs,2012,0.0234375,0.02612330198537095,0.006451612903225806,0.02818555490311216,0.02595306097106668,0.025714040142453015,0.02203020615255512
Uvs,2013,0.01846590909090909,0.02037037037037037,0.01183431952662722,0.01588114754098361,0.01931804957523566,0.01806586949140577,0.01717395922082519
Uvs,2014,0.009102730819245772,0.008972267536704732,0.005586592178770951,0.00480902617220013,0.00744818652849741,0.007140547696174423,0.007183760647083799
Uvs,2015,0.01018099547511312,0.0110041265474553,0.005128205128205128,0.006188020626735422,0.007256062631277448,0.008185956232561329,0.007951482081757283
Uvs,2016,0.03775510204081633,0.06760204081632652,0.00975609756097561,0.06507105459985041,0.0865048804513298,0.0649517479545996,0.05333783509385973
Uvs,2017,0.01135288552507096,0.01552795031055901,0.004566210045662101,0.009880130766436615,0.01179624664879357,0.011759942843534174,0.010624684659304452
Uvs,2018,0.03263598326359832,0.03730921424533634,0.00851063829787234,0.03949487790735133,0.04428014945544161,0.03815848549134927,0.03244617263391999
Uvs,2019,0.02504038772213247,0.02897758337889557,0.01195219123505976,0.04610969387755102,0.05017640141121129,0.038477145740773495,0.03245125152497002
Uvs,2020,0.009181331293037491,0.009197751660705161,0.00390625,0.009284646061814558,0.008996068944662837,0.009039545768311515,0.008113209592044009
Uvs,2021,0.00574300071787509,0.005673758865248226,0.00392156862745098,0.003512664078387872,0.004254413954477771,0.004635637029620581,0.004621081248687988
Uvs,2022,0.01336728198599618,0.0175010175010175,0.007575757575757577,0.01606983985765124,0.01934752151577824,0.01648639829429844,0.014772283687240146
Uvs,2023,0.0936936936936937,0.119233776387803,0.04411764705882353,0.1128513821518322,0.1280573413138255,0.11226859681165302,0.09959076812119559
