Aimag,Year,Temp_Winter,Temp_Winter_Z_study,Temp_Winter_Z_climate
Bayan-Ulgii,1994,-22.794999648585442,-0.25333036098739453,-0.27646264161017475
Bayan-Ulgii,1995,-20.788863072250805,1.178161727824594,1.1882772263202537
Bayan-Ulgii,1996,-22.87911031318431,-0.31334808479460613,-0.33787433471692313
Bayan-Ulgii,1997,-21.1638051582105,0.9106193101520104,0.914520878946547
Bayan-Ulgii,1998,-22.01978010697796,0.29983269580264127,0.2895481586444438
Bayan-Ulgii,1999,-21.042282196969673,0.9973328269072294,1.0032484004414313
Bayan-Ulgii,2000,-21.858924727006368,0.4146121213853654,0.4069934466646495
Bayan-Ulgii,2001,-22.740112339366544,-0.21416515665889108,-0.23638778778181044
Bayan-Ulgii,2002,-21.72787114923648,0.5081262729148006,0.5026795542103273
Bayan-Ulgii,2003,-22.122812074603434,0.2263135504510962,0.21432146050603473
Bayan-Ulgii,2004,-21.902100164240036,0.3838040011606114,0.3754697782477032
Bayan-Ulgii,2005,-25.422247256654657,-2.1280203550119894,-2.194694111919565
Bayan-Ulgii,2006,-23.52343343098956,-0.7731091283134285,-0.8083137702028735
Bayan-Ulgii,2007,-19.54611787507026,2.0649308237868333,2.095642386530448
Bayan-Ulgii,2008,-24.167871741092544,-1.2329523680619812,-1.2788373110049627
Bayan-Ulgii,2009,-22.9183674205433,-0.34136025469218845,-0.3665371141740427
Bayan-Ulgii,2010,-25.076386515299458,-1.881229124085331,-1.9421709175413815
Bayan-Ulgii,2011,-24.17694008567114,-1.2394231456132292,-1.285458378581863
Bayan-Ulgii,2012,-24.49289874452531,-1.4648775468124533,-1.5161491748620917
Bayan-Ulgii,2013,-23.488984171549458,-0.748527630256084,-0.7831613432356187
Bayan-Ulgii,2014,-23.04608776208124,-0.4324959533523306,-0.459789526997357
Bayan-Ulgii,2015,-22.105111359104942,0.23894401365151216,0.22724527834943692
Bayan-Ulgii,2016,-22.120426617246665,0.22801570940412874,0.21606315373615986
Bayan-Ulgii,2017,-20.423754697857458,1.4386872352444344,1.4548536889588568
Bayan-Ulgii,2018,-23.1805845665209,-0.5284670421590736,-0.557989636549196
Bayan-Ulgii,2019,-24.444471047141313,-1.4303216414457154,-1.4807906753924238
Bayan-Ulgii,2020,-20.568008110739946,1.3357542536312395,1.3495299899512554
Bayan-Ulgii,2021,-21.850270508274864,0.4207873966857296,0.413312148666975
Bayan-Ulgii,2022,-21.774548709753766,0.47481918934244544,0.46859888162106594
Bayan-Ulgii,2023,-22.580591467655044,-0.1003379783156188,-0.11991686385809755
Bayan-Ulgii,2024,-22.5890098687374,-0.10634498436495576,-0.12606338839437023
Bayan-Ulgii,2025,-22.257997316302653,0.1298512226617601,0.11561870247425696
Bayan-Ulgii,2026,-20.600234153053954,1.3127591469319198,1.3260007998054961
Bayankhongor,1970,-14.444234548935846,0.08137669760244617,0.09298896120008622
Bayankhongor,1971,-15.356219286612665,-0.5616841732695601,-0.5405589568045671
Bayankhongor,1972,-16.872687197403145,-1.6309796724974797,-1.5940361126280214
Bayankhongor,1973,-14.128178522769625,0.3042348826511734,0.3125503519537453
Bayankhongor,1974,-15.535783188033342,-0.6882987031562157,-0.6653004477462461
Bayankhongor,1975,-15.071527629726907,-0.36094170769572675,-0.34278612241182327
Bayankhongor,1976,-14.430912778373779,0.09077017649006724,0.10224348011367365
Bayankhongor,1977,-17.04443840779047,-1.7520852988990179,-1.7133501946080076
Bayankhongor,1978,-14.559125768336123,0.0003643247514535116,0.013175023706478738
Bayankhongor,1979,-11.607809137812966,2.081403802975494,2.063429188489505
Bayankhongor,1980,-13.855329524892388,0.49662682403217845,0.5020961934500937
Bayankhongor,1981,-14.87692085469084,-0.22372011059852445,-0.20759447713519816
Bayankhongor,1982,-13.511634972323066,0.7389735532682494,0.740857829707869
Bayankhongor,1983,-13.867985651675875,0.4877027054860855,0.4933040915185345
Bayankhongor,1984,-17.519561256563883,-2.0871050643412894,-2.0434139327398904
Bayankhongor,1985,-16.660916744226185,-1.4816555814037597,-1.4469210084356638
Bayankhongor,1986,-14.234112391225587,0.22953853863376764,0.2389590087724775
Bayankhongor,1987,-13.05673610824559,1.0597329339981618,1.05687214040031
Bayankhongor,1988,-16.64110980921879,-1.467689267770478,-1.4331613018116747
Bayankhongor,1989,-13.395294561968141,0.8210077831294031,0.8216785076371185
Bayankhongor,1990,-12.874422759293369,1.188286160938625,1.1835236487877965
Bayankhongor,1991,-13.483818892358032,0.7585872944500656,0.7601814201374523
Bayankhongor,1992,-13.913137745745283,0.4558649523588422,0.461937321868316
Bayankhongor,1993,-14.962644468973105,-0.28416575160242535,-0.26714593135219766
Bayankhongor,1994,-14.030929006657107,0.3728076952647966,0.3801087505920777
Bayankhongor,1995,-13.794616641908721,0.5394368380507054,0.5442729087187578
Bayankhongor,1996,-15.449608735038245,-0.6275351656751932,-0.6054357997705464
Bayankhongor,1997,-13.298843851820754,0.8890173397603625,0.8886819826729053
Bayankhongor,1998,-13.593515449249294,0.6812377945167092,0.6839761698086185
Bayankhongor,1999,-12.429208235524234,1.502216896346723,1.492810331937667
Bayankhongor,2000,-15.182861366331649,-0.4394456197248453,-0.4201287073428972
Bayankhongor,2001,-13.975571743721858,0.4118413415985218,0.41856496288396783
Bayankhongor,2002,-14.192955401544443,0.258559254149519,0.26755041392060563
Bayankhongor,2003,-15.244077049100135,-0.4826101691365012,-0.46265471327804386
Bayankhongor,2004,-14.093340725368902,0.3287997941132227,0.33675186882048624
Bayankhongor,2005,-17.494900355092774,-2.0697161102049546,-2.0262822175502935
Bayankhongor,2006,-15.408593730896643,-0.5986145673444518,-0.5769430307500272
Bayankhongor,2007,-11.709292908192404,2.0098453228129642,1.9929292899945592
Bayankhongor,2008,-16.660754580788748,-1.4815412363308722,-1.4468083548967168
Bayankhongor,2009,-13.906747393540911,0.46037093286920744,0.4663766443340731
Bayankhongor,2010,-16.19572521800724,-1.1536386139984993,-1.123756474278887
Bayankhongor,2011,-16.498079508272486,-1.3668353980863022,-1.3337993874807996
Bayankhongor,2012,-16.65247338045742,-1.4757019764431514,-1.4410554765734922
Bayankhongor,2013,-15.62100335779322,-0.7483893541480834,-0.7245021634031447
Bayankhongor,2014,-14.119619942009892,0.3102697296934628,0.3184959240641031
Bayankhongor,2015,-12.861924043992667,1.1970992851215194,1.19220639832225
Bayankhongor,2016,-15.04200669648313,-0.34012583627110543,-0.3222781851388893
Bayankhongor,2017,-12.68969563228981,1.3185413968619788,1.3118519879332688
Bayankhongor,2018,-14.73909165168963,-0.1265336516021453,-0.11184572061094084
Bayankhongor,2019,-16.952475978511018,-1.6872405296646165,-1.6494646895138496
Bayankhongor,2020,-12.17897281079596,1.6786635006601982,1.6666467195415446
Bayankhongor,2021,-14.39002889474977,0.11959831880619604,0.13064516084346026
Bayankhongor,2022,-14.124184516823139,0.30705114572675757,0.3153249533778224
Bayankhongor,2023,-13.890945544414468,0.47151317071687615,0.4773540523992393
Bayankhongor,2024,-15.170374327944643,-0.43064072919541013,-0.41145406965950304
Bayankhongor,2025,-14.278562342206428,0.1981958823292639,0.2080800118595926
Bayankhongor,2026,-13.175667145778293,0.975871994872891,0.9742517761528559
Bulgan,1970,-20.027533451203354,-1.3119416819515635,-1.1272409035201079
Bulgan,1971,-20.960472003020673,-1.8231686084864178,-1.649456818756405
Bulgan,1972,-20.28758117238251,-1.4544413106697092,-1.272803608004934
Bulgan,1973,-18.708509307095632,-0.5891495345974708,-0.3889121043808627
Bulgan,1974,-18.475992926047244,-0.4617363897329735,-0.25876017261634515
Bulgan,1975,-17.87403375222262,-0.13187786075015365,0.07818877250053098
Bulgan,1976,-18.071353193166843,-0.24000396524330758,-0.03226153770037
Bulgan,1977,-21.98729793863055,-2.3858434664666723,-2.224226555421633
Bulgan,1978,-16.358690684328774,0.698492132789314,0.9264078385426384
Bulgan,1979,-17.867245997493818,-0.12815834140847998,0.0819882441176012
Bulgan,1980,-18.279448784722202,-0.3540351299851524,-0.1487438393364587
Bulgan,1981,-19.4855274268803,-1.0149359751573739,-0.8238509626669891
Bulgan,1982,-18.685282695592495,-0.5764219340610391,-0.3759109199402354
Bulgan,1983,-18.975474674129124,-0.7354398597361688,-0.5383469875360484
Bulgan,1984,-20.62939450937358,-1.6417464460166986,-1.4641349280249443
Bulgan,1985,-20.19090350844952,-1.4014643756928493,-1.2186879166174058
Bulgan,1986,-19.588180356042766,-1.071187205609049,-0.8813113315732163
Bulgan,1987,-17.596273366182913,0.020327864044482707,0.23366620874706626
Bulgan,1988,-18.009811270108766,-0.20628053499515395,0.0021867886257009718
Bulgan,1989,-16.985802249156425,0.35485072440631077,0.5753797465597227
Bulgan,1990,-15.901568155049402,0.9489838133379517,1.1822839190602137
Bulgan,1991,-17.023705901552677,0.3340804735883598,0.5541630324595818
Bulgan,1992,-16.902604822958647,0.4004408272140986,0.6219498234233533
Bulgan,1993,-17.899064729205147,-0.14559420831239708,0.0641775875958803
Bulgan,1994,-17.419872467150377,0.1169911322465747,0.33240728527063546
Bulgan,1995,-15.99811095097584,0.8960807826459373,1.1282437205541191
Bulgan,1996,-18.0585987050046,-0.2330148256370519,-0.025122164269995285
Bulgan,1997,-15.665036907674569,1.07859700424891,1.3146831875749725
Bulgan,1998,-15.686542612164658,1.0668124175920304,1.3026452874032877
Bulgan,1999,-14.976290882616466,1.4560125509295219,1.7002114039193945
Bulgan,2000,-18.85046182174407,-0.6669359521876238,-0.46837056626222273
Bulgan,2001,-20.330357519443723,-1.477881675947673,-1.296747831541975
Bulgan,2002,-16.170709786363805,0.8015009499581335,1.031630863667384
Bulgan,2003,-18.652488549892173,-0.5584515647563791,-0.3575542717151982
Bulgan,2004,-17.16430426703557,0.2570360957763075,0.47546256074217724
Bulgan,2005,-20.728167604289155,-1.6958716246146484,-1.5194235449028533
Bulgan,2006,-18.275226420740907,-0.35172138042826656,-0.1463803549819343
Bulgan,2007,-13.90392872800107,2.0436401147904175,2.3004702129764163
Bulgan,2008,-18.017819126361566,-0.2106686393695278,-0.002295639476332497
Bulgan,2009,-17.20468553112397,0.23490817589423926,0.45285899404076274
Bulgan,2010,-21.599312982593364,-2.1732374419538267,-2.0070504954118973
Bulgan,2011,-19.34633374504716,-0.9386613287532669,-0.7459367679839554
Bulgan,2012,-20.13094549144893,-1.3686088862368428,-1.1851261877524941
Bulgan,2013,-21.1793268456681,-1.9430955729643764,-1.771961652257381
Bulgan,2014,-16.748836263020813,0.48470214125410677,0.7080223617551461
Bulgan,2015,-15.552575803913928,1.1402228683728395,1.3776337196485435
Bulgan,2016,-17.845801984451985,-0.11640756011790647,0.09399161226565989
Bulgan,2017,-16.35205847080461,0.7021264194521133,0.9301202453767401
Bulgan,2018,-16.878078206380188,0.41388079792522403,0.6356786906667747
Bulgan,2019,-18.734713679487967,-0.6035088734133156,-0.4035801018447898
Bulgan,2020,-16.191565761771233,0.7900723985421191,1.019956651829616
Bulgan,2021,-16.591744951364365,0.5707842398950258,0.7959548230437711
Bulgan,2022,-16.68001792114693,0.5224128665069944,0.7465436912861301
Bulgan,2023,-17.239600812576985,0.2157754773991955,0.4333150319821676
Bulgan,2024,-18.92601596189654,-0.7083377259506336,-0.5106622845889612
Bulgan,2025,-15.746561062720492,1.0339238120635377,1.269049730625164
Bulgan,2026,-17.164079432333647,0.2571592995536813,0.47558841282473074
Darkhan-Uul,1970,-19.897472127278622,-0.9761732302181937,-0.8145284425849781
Darkhan-Uul,1971,-20.530485817238112,-1.299276732679986,-1.1737959860485578
Darkhan-Uul,1972,-18.95725719310617,-0.4962677508952371,-0.2809085302738795
Darkhan-Uul,1973,-18.480390647605592,-0.2528650354374526,-0.010262452504345715
Darkhan-Uul,1974,-18.713083224826367,-0.371636221415602,-0.14232735398486004
Darkhan-Uul,1975,-19.227301025390602,-0.6341038031216727,-0.43417217336906705
Darkhan-Uul,1976,-18.862595056604434,-0.44795020525703083,-0.22718294142892254
Darkhan-Uul,1977,-21.71826838740594,-1.9055459408686013,-1.8479231541045291
Darkhan-Uul,1978,-17.888966200086784,0.04901044287500853,0.3254010754329165
Darkhan-Uul,1979,-18.827819146050324,-0.4301998490174208,-0.20744583912820633
Darkhan-Uul,1980,-20.85488541214552,-1.4648571094937601,-1.3579092957787524
Darkhan-Uul,1981,-20.211132925528045,-1.1362722993328531,-0.9925469376906796
Darkhan-Uul,1982,-18.746994470666934,-0.38894523459765706,-0.16157371497542533
Darkhan-Uul,1983,-17.77071284541375,0.10936944249657866,0.392515883396117
Darkhan-Uul,1984,-18.792254864727987,-0.41204709175474785,-0.18726129622117801
Darkhan-Uul,1985,-21.20248458297162,-1.642279037847182,-1.5551895476808275
Darkhan-Uul,1986,-19.606579702871795,-0.8276956180334354,-0.6494321604879923
Darkhan-Uul,1987,-19.41587253146699,-0.7303546663244505,-0.5411961174477921
Darkhan-Uul,1988,-17.905121866861958,0.040764250727097606,0.3162319108360117
Darkhan-Uul,1989,-16.46804628725403,0.7742778546798743,1.1318455720354723
Darkhan-Uul,1990,-19.537458518699342,-0.7924147117044504,-0.6102023643037743
Darkhan-Uul,1991,-18.271908682363982,-0.14645145507082163,0.1080616922919634
Darkhan-Uul,1992,-18.11788872612845,-0.0678364296803006,0.19547587021384882
Darkhan-Uul,1993,-19.319530232747372,-0.681179530548917,-0.4865169508805617
Darkhan-Uul,1994,-16.64522965042677,0.6838397391586508,1.031284979682786
Darkhan-Uul,1995,-16.87342597113713,0.5673635370797825,0.9017719330150518
Darkhan-Uul,1996,-18.019334468135103,-0.01753226336406989,0.25141043644639127
Darkhan-Uul,1997,-17.258218157732905,0.37095751114220366,0.683382748365522
Darkhan-Uul,1998,-16.20967768916375,0.9061546217912687,1.2784829244598148
Darkhan-Uul,1999,-16.67061631944442,0.6708818492969549,1.016876750667585
Darkhan-Uul,2000,-18.621320823386842,-0.32479876154753384,-0.09024751263165563
Darkhan-Uul,2001,-22.098499326352698,-2.0996238100627034,-2.0637235981565283
Darkhan-Uul,2002,-16.698842253508367,0.6564747388331978,1.000857093977746
Darkhan-Uul,2003,-19.24602582013163,-0.6436613322235976,-0.4447994490744311
Darkhan-Uul,2004,-18.322694453486665,-0.17237358090353788,0.07923817785056533
Darkhan-Uul,2005,-21.638762184425612,-1.8649643024967273,-1.8027993302632368
Darkhan-Uul,2006,-18.32223442925345,-0.17213877485853887,0.07949926505740292
Darkhan-Uul,2007,-13.214381917317686,2.435016588195809,2.9784659911243736
Darkhan-Uul,2008,-17.987353176540775,-0.0012083394248572589,0.2695614500028623
Darkhan-Uul,2009,-17.29677881311485,0.35127534153237044,0.6614976104085466
Darkhan-Uul,2010,-21.13266545048464,-1.60664188401749,-1.51556363024299
Darkhan-Uul,2011,-18.511371640805823,-0.2686783860355734,-0.027845745721623738
Darkhan-Uul,2012,-19.976147008825208,-1.0163305446438824,-0.859180449127426
Darkhan-Uul,2013,-22.199490469473357,-2.151171813806498,-2.121041220944212
Darkhan-Uul,2014,-16.837442920826078,0.5857300428428792,0.9221941486742513
Darkhan-Uul,2015,-16.54484772858794,0.735076783545555,1.088256838331685
Darkhan-Uul,2016,-16.467761456524862,0.7744232382753046,1.1320072279964637
Darkhan-Uul,2017,-17.557781530309583,0.21805406462276822,0.5133652610909964
Darkhan-Uul,2018,-17.138479049117453,0.43207487082802853,0.7513407974426993
Darkhan-Uul,2019,-18.28521491156682,-0.1532432343454072,0.10050972879687331
Darkhan-Uul,2020,-15.927698658130764,1.0500826505095278,1.4385204013648483
Darkhan-Uul,2021,-16.882306586371506,0.5628306842651368,0.89673173108845
Darkhan-Uul,2022,-15.356090856481458,1.341843295937583,1.7629369724129484
Darkhan-Uul,2023,-18.080845472547722,-0.048928773867550186,0.21649980528340135
Darkhan-Uul,2024,-20.045574499059583,-1.051767796029858,-0.8985840896189006
Darkhan-Uul,2025,-18.036579160337073,-0.026334316996888957,0.24162319439545893
Darkhan-Uul,2026,-18.923390028211784,-0.4789812375553327,-0.2616871874677541
Dornod,1970,-21.04782094361869,-1.3355118550184695,-1.316669910180079
Dornod,1971,-19.647118325978703,-0.6773692872405723,-0.5901917445123781
Dornod,1972,-20.265761383605344,-0.9680486401287499,-0.9110526239365178
Dornod,1973,-19.34729569937676,-0.5364928221974888,-0.434687935883505
Dornod,1974,-18.177053516435404,0.013364217764860381,0.17226130783434604
Dornod,1975,-18.52722617923634,-0.15117001852416373,-0.009356681976524523
Dornod,1976,-17.005934765658747,0.5636331271695092,0.7796651858086419
Dornod,1977,-21.714856797003296,-1.6489293383713144,-1.6626298427872654
Dornod,1978,-19.142665313256376,-0.4403439565706325,-0.3285558378375371
Dornod,1979,-19.691058889892894,-0.6980154652371693,-0.612981635720385
Dornod,1980,-19.037793555464138,-0.3910682808550712,-0.27416381966624315
Dornod,1981,-21.01484321815837,-1.3200167423224582,-1.299565924509893
Dornod,1982,-16.653614454678294,0.7291764703665592,0.9623970591022057
Dornod,1983,-18.260504298124385,-0.02584646910912899,0.12897933631415795
Dornod,1984,-20.22999121532728,-0.9512414534326638,-0.8925003303168658
Dornod,1985,-21.199674808401927,-1.406862826478655,-1.3954293240256468
Dornod,1986,-18.484313019347532,-0.1310065827705633,0.012900343380901572
Dornod,1987,-19.78454077418577,-0.741939426393815,-0.6614662654833211
Dornod,1988,-18.16566258769475,0.01871642814580448,0.17816924354642727
Dornod,1989,-16.130766412463238,0.9748450003796211,1.233573597110911
Dornod,1990,-18.46870340476555,-0.12367215525280868,0.020996311808093814
Dornod,1991,-17.78802830444165,0.196153946810485,0.37403027638520703
Dornod,1992,-16.098534974748475,0.9899894578209222,1.2502905186422681
Dornod,1993,-17.392114667246098,0.3821803128075672,0.5793719451237586
Dornod,1994,-16.441505235854006,0.828839385369593,1.0724080737687633
Dornod,1995,-16.4537076029375,0.823105907681924,1.0660792833860082
Dornod,1996,-16.602448885800246,0.7532174327086959,0.9889342184933239
Dornod,1997,-18.153207152644935,0.024568813872253913,0.18462928830798359
Dornod,1998,-15.652034652942092,1.1997847881119656,1.4818691068956888
Dornod,1999,-15.719434539246175,1.168115871611441,1.4469119752734887
Dornod,2000,-18.947796457799782,-0.3487817025311342,-0.22748658382529316
Dornod,2001,-22.81228832281804,-2.1645751244676257,-2.231815644098245
Dornod,2002,-16.335336185523893,0.8787246147700571,1.1274729361907783
Dornod,2003,-19.122153575258775,-0.43070618782134995,-0.31791736996613335
Dornod,2004,-17.762422600161795,0.2081851972360028,0.38731074351762407
Dornod,2005,-21.5005617513696,-1.548239377619279,-1.551485143189325
Dornod,2006,-19.56983466985972,-0.6410563231289536,-0.5501083691932048
Dornod,2007,-15.338778783605614,1.346973077489174,1.6443401028617273
Dornod,2008,-18.525165820616387,-0.15020192601430307,-0.008288071457781179
Dornod,2009,-18.265398844907537,-0.02814625033849543,0.12644076651067584
Dornod,2010,-21.79408026097719,-1.686153752284303,-1.7037193046478898
Dornod,2011,-20.100190352865912,-0.8902524384595596,-0.8251787652141312
Dornod,2012,-21.711757722171324,-1.6474731884063156,-1.6610224993220326
Dornod,2013,-22.83343546380638,-2.1745114474929066,-2.2427836654332878
Dornod,2014,-16.752845019159782,0.6825513997145657,0.9109308609564905
Dornod,2015,-15.713521431359656,1.1708942400952083,1.4499788245223544
Dornod,2016,-19.305013046159104,-0.5166256401056766,-0.41275792450044446
Dornod,2017,-18.163041368328827,0.019948050063599614,0.179528745993833
Dornod,2018,-19.096777069387244,-0.41878262994033444,-0.30475577720230534
Dornod,2019,-16.48834307025575,0.8068318784126511,1.04811550545947
Dornod,2020,-16.794124918788608,0.6631553774631729,0.8895209304090456
Dornod,2021,-17.759933222642722,0.2093548711496073,0.38860186583790457
Dornod,2022,-16.650959003284903,0.7304241767509453,0.9637743160823782
Dornod,2023,-17.269125176267483,0.4399688957537059,0.6431607741566412
Dornod,2024,-19.655500445227382,-0.6813077602728005,-0.594539153119673
Dornod,2025,-16.0557188126391,1.0101073176137005,1.272497235841496
Dornod,2026,-18.401272620996476,-0.09198872108330099,0.05596946848329758
Dornogovi,1970,-13.99793873025911,-0.1697535235709862,-0.00963431670047817
Dornogovi,1971,-15.443452047739743,-1.093019678704839,-0.9596586946978046
Dornogovi,1972,-15.674202545885262,-1.2404027035733651,-1.1113131940526375
Dornogovi,1973,-13.650732370498584,0.052011213521044215,0.21855763558337077
Dornogovi,1974,-13.837915943287014,-0.06754510980207598,0.09553631494996387
Dornogovi,1975,-14.88873718980986,-0.7387168522395913,-0.5950874164551371
Dornogovi,1976,-12.50531934744579,0.7835998229413549,0.971349243669228
Dornogovi,1977,-17.954609664762838,-2.696925232508263,-2.6100488532081054
Dornogovi,1978,-14.028757669468094,-0.18943793821088395,-0.029889227671192942
Dornogovi,1979,-11.974717563410778,1.1225013488760902,1.3200728588350132
Dornogovi,1980,-14.315758640276439,-0.37274879369281805,-0.2185128228187205
Dornogovi,1981,-15.685326511370189,-1.2475077096074918,-1.118624118319389
Dornogovi,1982,-13.403617232094687,0.20984652430682169,0.3809673504001496
Dornogovi,1983,-14.651864243838096,-0.5874233487914582,-0.4394091045088804
Dornogovi,1984,-15.005059716837952,-0.8130134021128647,-0.6715372388473277
Dornogovi,1985,-15.477309656624819,-1.1146449269812306,-0.9819106888043557
Dornogovi,1986,-15.67928058868303,-1.2436461085235677,-1.1146505997977478
