Aimag,Year,Season,Seasonal_Temp_C
Bayankhongor,1984,MAM,2.837965517823824
Bayankhongor,1984,SON,1.1878931201479197
Bayankhongor,1985,DJF,-16.656253800302157
Bayankhongor,1985,JJA,16.904170044713073
Bayankhongor,1985,MAM,2.1997372033461313
Bayankhongor,1985,SON,1.1106645740053416
Bayankhongor,1986,DJF,-14.22801039113936
Bayankhongor,1986,JJA,17.79264384335694
Bayankhongor,1986,MAM,4.028257972189488
Bayankhongor,1986,SON,0.21788604544395945
Bayankhongor,1987,DJF,-13.055887603759743
Bayankhongor,1987,JJA,16.93813015919814
Bayankhongor,1987,MAM,3.554274495442731
Bayankhongor,1987,SON,0.05185825659796151
Bayankhongor,1988,DJF,-16.632260794009778
Bayankhongor,1988,JJA,18.48727152122644
Bayankhongor,1988,MAM,1.0915598743366972
Bayankhongor,1988,SON,2.3902713031888987
Bayankhongor,1989,DJF,-13.390250449510466
Bayankhongor,1989,JJA,17.780148142688702
Bayankhongor,1989,MAM,4.7460375515920035
Bayankhongor,1989,SON,1.2267961226169646
Bayankhongor,1990,DJF,-12.865673002806826
Bayankhongor,1990,JJA,16.63645219143084
Bayankhongor,1990,MAM,3.3086757443986077
Bayankhongor,1990,SON,2.9050057273241188
Bayankhongor,1991,DJF,-13.477846743025847
Bayankhongor,1991,JJA,18.79707061959515
Bayankhongor,1991,MAM,2.5138329463934976
Bayankhongor,1991,SON,2.0169415647878814
Bayankhongor,1992,DJF,-13.908702787963076
Bayankhongor,1992,JJA,17.676830594044834
Bayankhongor,1992,MAM,3.630412613970701
Bayankhongor,1992,SON,-0.6199204162981298
Bayankhongor,1993,DJF,-14.955252123178903
Bayankhongor,1993,JJA,16.11205809011402
Bayankhongor,1993,MAM,1.9397178409984503
Bayankhongor,1993,SON,0.7514744068841742
Bayankhongor,1994,DJF,-14.023718405669566
Bayankhongor,1994,JJA,17.624931517786973
Bayankhongor,1994,MAM,4.017426343234103
Bayankhongor,1994,SON,1.247347696172389
Bayankhongor,1995,DJF,-13.782614183725778
Bayankhongor,1995,JJA,17.80084788964232
Bayankhongor,1995,MAM,2.4459349818199914
Bayankhongor,1995,SON,2.9978503725064103
Bayankhongor,1996,DJF,-15.442850950229069
Bayankhongor,1996,JJA,17.465764114092003
Bayankhongor,1996,MAM,2.6880519459082874
Bayankhongor,1996,SON,1.09448917796779
Bayankhongor,1997,DJF,-13.287968459219279
Bayankhongor,1997,JJA,17.931616671580212
Bayankhongor,1997,MAM,6.500106562008671
Bayankhongor,1997,SON,1.150740559895856
Bayankhongor,1998,DJF,-13.587257250899766
Bayankhongor,1998,JJA,18.734077731918262
Bayankhongor,1998,MAM,4.577080723024787
Bayankhongor,1998,SON,3.8326072356986027
Bayankhongor,1999,DJF,-12.418889421187083
Bayankhongor,1999,JJA,19.59624269113603
