Aimag,Year,Season,Seasonal_SPEI3
Darkhan-Uul,2013,MAM,-0.41750505710816666
Darkhan-Uul,2013,SON,0.7037563724686776
Darkhan-Uul,2014,DJF,-0.19321317705496496
Darkhan-Uul,2014,JJA,-0.664476249418471
Darkhan-Uul,2014,MAM,-0.21902191551912475
Darkhan-Uul,2014,SON,-1.0632030282562286
Darkhan-Uul,2015,DJF,-0.43538512492940534
Darkhan-Uul,2015,JJA,-1.4987482327609962
Darkhan-Uul,2015,MAM,-0.2847198271133148
Darkhan-Uul,2015,SON,0.4842548334806696
Darkhan-Uul,2016,DJF,-0.5902160774490235
Darkhan-Uul,2016,JJA,0.018159400206981948
Darkhan-Uul,2016,MAM,0.21768951901814057
Darkhan-Uul,2016,SON,0.009882591946082644
Darkhan-Uul,2017,DJF,0.4225456256364959
Darkhan-Uul,2017,JJA,-1.858254980465016
Darkhan-Uul,2017,MAM,-1.152976647081152
Darkhan-Uul,2017,SON,0.700025565350127
Darkhan-Uul,2018,DJF,0.1709307936076322
Darkhan-Uul,2018,JJA,-0.6012416050977102
Darkhan-Uul,2018,MAM,-0.5800879636761064
Darkhan-Uul,2018,SON,0.9693562362319696
Darkhan-Uul,2019,DJF,-1.392336181258231
Darkhan-Uul,2019,JJA,-0.26483952755620155
Darkhan-Uul,2019,MAM,-2.1412285354670977
Darkhan-Uul,2019,SON,-0.36615893289538903
Darkhan-Uul,2020,DJF,-0.22395224784412426
Darkhan-Uul,2020,JJA,-0.28594110591959315
Darkhan-Uul,2020,MAM,-1.6841256362835741
Darkhan-Uul,2020,SON,0.16430863079878266
Darkhan-Uul,2021,DJF,-0.6514072634008985
Darkhan-Uul,2021,JJA,2.017898036358887
Darkhan-Uul,2021,MAM,0.6588800796425457
Darkhan-Uul,2021,SON,0.8940381488593334
Darkhan-Uul,2022,DJF,-1.4354119698628556
Darkhan-Uul,2022,JJA,-0.15783226178956294
Darkhan-Uul,2022,MAM,-1.140279713666167
Darkhan-Uul,2022,SON,-0.16388096378593
Darkhan-Uul,2023,DJF,0.11709266460069964
Darkhan-Uul,2023,JJA,0.8134538223517765
Darkhan-Uul,2023,MAM,-0.0797523133739657
Darkhan-Uul,2023,SON,1.1484892921817214
Darkhan-Uul,2024,DJF,0.8916099765177272
Darkhan-Uul,2024,JJA,0.4010790521661014
Darkhan-Uul,2024,MAM,0.15715905488196313
Darkhan-Uul,2024,SON,-0.4517690817411694
Darkhan-Uul,2025,DJF,0.27900473314898444
Dornod,1950,DJF,-0.8096440861865626
Dornod,1950,JJA,0.5615675882357268
Dornod,1950,MAM,0.465876844404133
Dornod,1950,SON,0.37344179396424465
Dornod,1951,DJF,0.8757702936464459
Dornod,1951,JJA,0.3468713447539725
Dornod,1951,MAM,2.557160281840569
Dornod,1951,SON,1.5782838126325536
Dornod,1952,DJF,-0.5702986455504672
Dornod,1952,JJA,1.427688657369249
Dornod,1952,MAM,0.8946113881107045
Dornod,1952,SON,1.1205683851745334
Dornod,1953,DJF,0.16037755565176562
Dornod,1953,JJA,1.7376343289012588
Dornod,1953,MAM,0.5137976136135839
Dornod,1953,SON,0.5228512678149765
Dornod,1954,DJF,0.6834950393767047
Dornod,1954,JJA,1.5199919988118826
Dornod,1954,MAM,1.6962356451520921
Dornod,1954,SON,1.6000139184901794
Dornod,1955,DJF,0.347865576881737
Dornod,1955,JJA,1.0649882179869385
Dornod,1955,MAM,1.5799654893584882
Dornod,1955,SON,1.47141650473708
Dornod,1956,DJF,0.6019287592446305
Dornod,1956,JJA,0.016251931028902693
Dornod,1956,MAM,1.6896690686358555
Dornod,1956,SON,0.5137972629065325
Dornod,1957,DJF,0.8152734900927106
Dornod,1957,JJA,1.5504154161107848
Dornod,1957,MAM,1.9916358050780807
Dornod,1957,SON,0.9854686380198499
Dornod,1958,DJF,0.5861040629881238
Dornod,1958,JJA,1.1531159653277985
Dornod,1958,MAM,2.4454108991226344
Dornod,1958,SON,0.7146933817562033
Dornod,1959,DJF,-1.0254238031408962
Dornod,1959,JJA,1.0221730131932898
Dornod,1959,MAM,0.4914819954070592
Dornod,1959,SON,1.3244629173522542
Dornod,1960,DJF,0.41289836339259767
Dornod,1960,JJA,0.7640103409367347
Dornod,1960,MAM,1.2319651899048236
Dornod,1960,SON,0.31654175699983816
Dornod,1961,DJF,-0.32063344186295717
Dornod,1961,JJA,-0.38035773551163665
Dornod,1961,MAM,-0.703746237200327
Dornod,1961,SON,0.704479387525064
Dornod,1962,DJF,0.10468884501421724
Dornod,1962,JJA,0.5880027091440776
Dornod,1962,MAM,1.1560235336673261
Dornod,1962,SON,1.2246532542321584
Dornod,1963,DJF,-0.6292072148822059
Dornod,1963,JJA,0.07953927205135194
Dornod,1963,MAM,-0.21672818061636964
Dornod,1963,SON,1.078820289948321
Dornod,1964,DJF,0.36141350146375456
Dornod,1964,JJA,0.18855452057511557
Dornod,1964,MAM,1.8322994327540345
Dornod,1964,SON,0.842052529043848
Dornod,1965,DJF,0.1891741288342989
Dornod,1965,JJA,-0.704934397617664
Dornod,1965,MAM,-0.1038726155391857
Dornod,1965,SON,-0.04545879586382414
Dornod,1966,DJF,0.7291901771031672
Dornod,1966,JJA,-0.002099400840694454
Dornod,1966,MAM,1.8694419248082843
Dornod,1966,SON,0.25537376838659565
Dornod,1967,DJF,0.4154250347378168
Dornod,1967,JJA,1.1389481063531612
Dornod,1967,MAM,1.1940008730560623
Dornod,1967,SON,-0.13745845444734398
Dornod,1968,DJF,0.4754076369156453
Dornod,1968,JJA,0.05116926222231776
Dornod,1968,MAM,1.37727089996025
Dornod,1968,SON,0.8454732444929289
Dornod,1969,DJF,1.4388028733248492
Dornod,1969,JJA,0.015004957435803988
Dornod,1969,MAM,1.4248419291305046
Dornod,1969,SON,1.3740071269214986
Dornod,1970,DJF,1.3031610493165884
Dornod,1970,JJA,-0.2383901765952185
Dornod,1970,MAM,1.1358853633911354
Dornod,1970,SON,1.0378668670840658
Dornod,1971,DJF,0.6310445453886734
Dornod,1971,JJA,0.6006857581243809
Dornod,1971,MAM,1.266957016633521
Dornod,1971,SON,1.0217650195275405
Dornod,1972,DJF,1.0675212531051634
Dornod,1972,JJA,-0.4821754870275728
Dornod,1972,MAM,1.249615638726264
Dornod,1972,SON,0.9991171908937824
Dornod,1973,DJF,1.3140999661537909
Dornod,1973,JJA,0.3297271681933634
Dornod,1973,MAM,1.3691768424402242
Dornod,1973,SON,0.2800551353660745
Dornod,1974,DJF,0.0891082715533537
Dornod,1974,JJA,0.7539526754191932
Dornod,1974,MAM,1.2188237982228127
Dornod,1974,SON,1.2437011600460786
Dornod,1975,DJF,0.6503855959929715
Dornod,1975,JJA,0.7870400144028246
Dornod,1975,MAM,1.370104246739233
Dornod,1975,SON,0.45520801531432786
Dornod,1976,DJF,0.3479265504850842
Dornod,1976,JJA,0.5214611153905475
Dornod,1976,MAM,1.520588529854459
Dornod,1976,SON,-0.21112450289020618
Dornod,1977,DJF,0.5514285827109353
Dornod,1977,JJA,1.1900515775288432
Dornod,1977,MAM,0.8890793997292051
Dornod,1977,SON,-0.5274079779705771
Dornod,1978,DJF,0.25065180874199405
Dornod,1978,JJA,0.3618841656281382
Dornod,1978,MAM,0.9203901798306537
Dornod,1978,SON,0.03287284440734282
Dornod,1979,DJF,0.6661515678430052
Dornod,1979,JJA,0.15763917990544438
Dornod,1979,MAM,1.7750670412142335
Dornod,1979,SON,0.4432166496868825
Dornod,1980,DJF,0.1911098897020039
Dornod,1980,JJA,0.43871715689473517
Dornod,1980,MAM,1.3032779616633128
Dornod,1980,SON,0.8888066862615461
Dornod,1981,DJF,0.8564926298733406
Dornod,1981,JJA,0.04191700736188458
Dornod,1981,MAM,1.6592480856176564
Dornod,1981,SON,0.09226336120194506
Dornod,1982,DJF,0.14580253604088458
Dornod,1982,JJA,-0.2356861784026019
Dornod,1982,MAM,0.4290660496921374
Dornod,1982,SON,0.6607572110028365
Dornod,1983,DJF,0.4749953619739559
Dornod,1983,JJA,0.2939700990619366
Dornod,1983,MAM,0.31066330434040457
Dornod,1983,SON,1.2623071600864058
Dornod,1984,DJF,0.762773464231289
Dornod,1984,JJA,1.0906248981167597
Dornod,1984,MAM,1.5309235324103956
Dornod,1984,SON,1.4691660625979348
Dornod,1985,DJF,1.020395140837969
Dornod,1985,JJA,0.760511473794875
Dornod,1985,MAM,1.163414248892765
Dornod,1985,SON,0.8996685834739393
Dornod,1986,DJF,-0.08219122662372737
Dornod,1986,JJA,-0.38981419975171433
Dornod,1986,MAM,0.26919799029391595
Dornod,1986,SON,-0.04615494996769079
Dornod,1987,DJF,0.5806480394054604
Dornod,1987,JJA,0.23205467490370751
Dornod,1987,MAM,0.531666410158827
Dornod,1987,SON,1.3987720277987126
Dornod,1988,DJF,0.7025952842554992
Dornod,1988,JJA,0.8348495224580819
Dornod,1988,MAM,1.132669595535276
Dornod,1988,SON,1.144466490112197
Dornod,1989,DJF,-0.10251773085023065
Dornod,1989,JJA,0.9745472060757835
Dornod,1989,MAM,-0.013469941196393302
Dornod,1989,SON,0.07250709545366918
Dornod,1990,DJF,0.12832751702152015
Dornod,1990,JJA,1.956254313311475
Dornod,1990,MAM,0.06995122529225842
Dornod,1990,SON,1.451266732703112
Dornod,1991,DJF,0.04131651401030343
Dornod,1991,JJA,0.6501334971006001
Dornod,1991,MAM,0.898780162107285
Dornod,1991,SON,1.0848801766070881
Dornod,1992,DJF,-0.34969739448417897
Dornod,1992,JJA,0.054844304351433004
Dornod,1992,MAM,0.42822688514620233
Dornod,1992,SON,0.9686231715719332
Dornod,1993,DJF,0.15676819200063014
Dornod,1993,JJA,0.5861368574496785
Dornod,1993,MAM,-0.15250095887308007
Dornod,1993,SON,0.8612019224967831
Dornod,1994,DJF,0.009185545685975887
Dornod,1994,JJA,0.7303828412532166
Dornod,1994,MAM,-0.11844361158540899
Dornod,1994,SON,1.285463711456755
Dornod,1995,DJF,0.1087055535984562
Dornod,1995,JJA,0.4385699816663597
Dornod,1995,MAM,0.9231717409751846
Dornod,1995,SON,-0.07433701730794434
Dornod,1996,DJF,-1.2081689316768813
Dornod,1996,JJA,0.7608740947174704
Dornod,1996,MAM,-0.11269267239615526
Dornod,1996,SON,0.016585743093656097
Dornod,1997,DJF,0.38943625048981545
Dornod,1997,JJA,-0.15150891682081769
Dornod,1997,MAM,-0.5681728630208579
Dornod,1997,SON,0.3805527661649882
Dornod,1998,DJF,-1.0832895955624906
Dornod,1998,JJA,1.672478963448048
Dornod,1998,MAM,-1.1820781637769837
Dornod,1998,SON,1.8356799980222953
Dornod,1999,DJF,0.2477121261754033
Dornod,1999,JJA,-0.6963706125353933
Dornod,1999,MAM,0.7267576850379522
Dornod,1999,SON,0.27944128762933895
Dornod,2000,DJF,-0.5809454053669942
Dornod,2000,JJA,-0.7538601469880671
Dornod,2000,MAM,-0.7056150560256355
Dornod,2000,SON,-0.31117613892055995
Dornod,2001,DJF,1.3734064815197506
Dornod,2001,JJA,-0.7887891684276636
Dornod,2001,MAM,1.224473495324724
Dornod,2001,SON,-1.1034909053738182
Dornod,2002,DJF,-0.164314764108783
Dornod,2002,JJA,0.8441742122326598
Dornod,2002,MAM,0.2113224832011705
Dornod,2002,SON,0.005316186804096312
Dornod,2003,DJF,1.1080339904861962
Dornod,2003,JJA,-0.5337469989510633
Dornod,2003,MAM,0.72417243612887
Dornod,2003,SON,0.09810580181273361
Dornod,2004,DJF,0.3896570434889081
Dornod,2004,JJA,-1.291551321698148
Dornod,2004,MAM,0.736756437399275
Dornod,2004,SON,-0.7321445847289351
Dornod,2005,DJF,0.28235618451497935
Dornod,2005,JJA,0.13661884200635385
Dornod,2005,MAM,0.9288640506063778
Dornod,2005,SON,-1.4324584263417084
Dornod,2006,DJF,-0.8186945628847224
Dornod,2006,JJA,-0.16580628703565312
Dornod,2006,MAM,0.09469391080433631
Dornod,2006,SON,-1.0454539469054942
Dornod,2007,DJF,-0.8225545010543079
Dornod,2007,JJA,-1.7850760586545686
Dornod,2007,MAM,0.1038880680787644
Dornod,2007,SON,-1.7440949574296718
Dornod,2008,DJF,-0.5584608047216747
Dornod,2008,JJA,0.5691718675722426
Dornod,2008,MAM,-0.7044201306243796
Dornod,2008,SON,-0.02953488904251303
Dornod,2009,DJF,0.308998558591181
Dornod,2009,JJA,-0.003086498704161816
Dornod,2009,MAM,-0.28822953250231687
Dornod,2009,SON,-0.20991582007292545
Dornod,2010,DJF,0.21576134729142785
Dornod,2010,JJA,-0.38752639473859823
Dornod,2010,MAM,1.5335527113852883
Dornod,2010,SON,-0.6038728010054837
Dornod,2011,DJF,0.817718216586117
Dornod,2011,JJA,-0.14004249016730894
Dornod,2011,MAM,-0.4942778383822014
Dornod,2011,SON,-0.7264178807548318
Dornod,2012,DJF,0.40852097277921684
Dornod,2012,JJA,0.9661564357894933
Dornod,2012,MAM,-0.12213763428121688
Dornod,2012,SON,0.19299366047031352
Dornod,2013,DJF,1.7039469179138673
Dornod,2013,JJA,0.8870269867729862
Dornod,2013,MAM,0.9558573302897624
Dornod,2013,SON,0.7515768863791883
Dornod,2014,DJF,-0.19766091748676412
Dornod,2014,JJA,0.9401573330312473
Dornod,2014,MAM,-0.7554895151437838
Dornod,2014,SON,-0.40682636185855214
Dornod,2015,DJF,-0.42356076777852214
Dornod,2015,JJA,-0.2590969603449289
Dornod,2015,MAM,-1.1452220956992378
Dornod,2015,SON,-0.1239941612377374
Dornod,2016,DJF,0.22612374913439906
Dornod,2016,JJA,-1.143116273748635
Dornod,2016,MAM,-0.07289300190704466
Dornod,2016,SON,0.14167277167105444
Dornod,2017,DJF,0.6762713164765516
Dornod,2017,JJA,-1.3239098520264636
Dornod,2017,MAM,-0.6311803441265212
Dornod,2017,SON,0.05010658062412062
Dornod,2018,DJF,-0.2552951509614191
Dornod,2018,JJA,-0.0732456182530061
Dornod,2018,MAM,-0.5816169821167648
Dornod,2018,SON,0.8027588442817193
Dornod,2019,DJF,-1.8738053237133783
Dornod,2019,JJA,-0.21409106057783606
Dornod,2019,MAM,-1.9014992842103766
Dornod,2019,SON,-0.2493714908715966
Dornod,2020,DJF,-0.3708732714051475
Dornod,2020,JJA,0.4902869300731895
Dornod,2020,MAM,-1.3996100876793536
Dornod,2020,SON,1.0521855915267293
Dornod,2021,DJF,-0.06988374931783255
Dornod,2021,JJA,0.8750384513753139
Dornod,2021,MAM,-0.12843064670627075
Dornod,2021,SON,1.384583274999056
Dornod,2022,DJF,-0.9087072328465314
Dornod,2022,JJA,0.16799817528087232
Dornod,2022,MAM,-0.8158032400267504
Dornod,2022,SON,-0.23074412162603128
Dornod,2023,DJF,-0.4842486938275078
Dornod,2023,JJA,-0.28885271003097157
Dornod,2023,MAM,-0.6653525186699369
Dornod,2023,SON,0.24455159775504848
Dornod,2024,DJF,0.7110147619307325
Dornod,2024,JJA,0.5703794251800928
Dornod,2024,MAM,0.16314396530635825
Dornod,2024,SON,0.485254472791893
Dornod,2025,DJF,-0.3669649364999387
Dornogovi,1950,DJF,-0.3955691381011668
Dornogovi,1950,JJA,1.7659161615259453
Dornogovi,1950,MAM,0.7803739750101575
Dornogovi,1950,SON,0.4463198447753768
Dornogovi,1951,DJF,-0.4907019316022839
Dornogovi,1951,JJA,0.2100877579537166
Dornogovi,1951,MAM,1.6045943014552604
Dornogovi,1951,SON,1.5853183250650753
Dornogovi,1952,DJF,0.2644677273139748
Dornogovi,1952,JJA,1.0355563094866518
Dornogovi,1952,MAM,1.273403993659512
Dornogovi,1952,SON,1.4395298279161923
Dornogovi,1953,DJF,0.11656259311980943
Dornogovi,1953,JJA,0.8274815177118803
Dornogovi,1953,MAM,1.145108992554283
Dornogovi,1953,SON,2.0055750092700304
Dornogovi,1954,DJF,1.2176495087043167
Dornogovi,1954,JJA,1.7658010835400095
Dornogovi,1954,MAM,1.6039625330988379
Dornogovi,1954,SON,0.8239031007801437
Dornogovi,1955,DJF,0.34948259018634714
Dornogovi,1955,JJA,1.762088358217991
Dornogovi,1955,MAM,1.61464520687624
Dornogovi,1955,SON,2.261829455302215
Dornogovi,1956,DJF,-0.19524380812449893
Dornogovi,1956,JJA,1.3423638310828367
Dornogovi,1956,MAM,0.9167287469012868
Dornogovi,1956,SON,-0.01659468642380421
Dornogovi,1957,DJF,1.5114452592882484
Dornogovi,1957,JJA,0.25481831965987994
Dornogovi,1957,MAM,1.0395239373989784
Dornogovi,1957,SON,-0.4448828407603245
Dornogovi,1958,DJF,0.7153094900109069
Dornogovi,1958,JJA,0.6899933302540238
Dornogovi,1958,MAM,1.45841197415519
Dornogovi,1958,SON,1.3510505038176441
Dornogovi,1959,DJF,0.13670502013255062
Dornogovi,1959,JJA,1.337914326564298
Dornogovi,1959,MAM,0.7141798050098402
Dornogovi,1959,SON,1.7881615291139605
Dornogovi,1960,DJF,0.822296200030867
Dornogovi,1960,JJA,0.7114087950192848
Dornogovi,1960,MAM,1.2492744606651738
Dornogovi,1960,SON,0.35169669355010824
Dornogovi,1961,DJF,0.44490214527666205
Dornogovi,1961,JJA,-0.2855648034161769
Dornogovi,1961,MAM,-0.6593533513799762
Dornogovi,1961,SON,1.3690647616743468
Dornogovi,1962,DJF,1.5086046985976072
Dornogovi,1962,JJA,0.40976553682630457
Dornogovi,1962,MAM,0.9460200732231315
Dornogovi,1962,SON,0.6136712138126884
Dornogovi,1963,DJF,-0.5937630357527884
Dornogovi,1963,JJA,-0.38564602682591836
Dornogovi,1963,MAM,0.7170005278846273
Dornogovi,1963,SON,0.7945155040940046
Dornogovi,1964,DJF,1.786494346463612
Dornogovi,1964,JJA,0.19346871683349323
Dornogovi,1964,MAM,2.1706334913877
Dornogovi,1964,SON,1.6831163078849811
Dornogovi,1965,DJF,0.013092209489168371
Dornogovi,1965,JJA,-0.8982673444981879
Dornogovi,1965,MAM,-0.14679890071080548
Dornogovi,1965,SON,-1.4051119452900134
Dornogovi,1966,DJF,-1.0250200612938425
Dornogovi,1966,JJA,-0.3878992147783369
Dornogovi,1966,MAM,-0.1171055216624008
Dornogovi,1966,SON,0.0313251684065662
Dornogovi,1967,DJF,1.2211290443180594
Dornogovi,1967,JJA,1.5605602109335426
Dornogovi,1967,MAM,1.85809662192333
Dornogovi,1967,SON,-0.0062906729607474215
Dornogovi,1968,DJF,1.825612239090492
Dornogovi,1968,JJA,-0.6517008665919842
Dornogovi,1968,MAM,0.9640391052798872
Dornogovi,1968,SON,1.1179269471322044
Dornogovi,1969,DJF,1.0581793810944227
Dornogovi,1969,JJA,0.4731463060514031
Dornogovi,1969,MAM,1.5756447960854236
Dornogovi,1969,SON,1.1069402449152856
Dornogovi,1970,DJF,0.862405314311734
Dornogovi,1970,JJA,0.42898198053966663
Dornogovi,1970,MAM,1.616645508113259
Dornogovi,1970,SON,0.721637465525498
Dornogovi,1971,DJF,0.5089194068385697
Dornogovi,1971,JJA,0.35021276213784325
Dornogovi,1971,MAM,0.95626909471037
Dornogovi,1971,SON,1.2335193342185409
Dornogovi,1972,DJF,2.0028032931339292
Dornogovi,1972,JJA,-0.2659358380465842
Dornogovi,1972,MAM,0.8887283645107054
Dornogovi,1972,SON,0.8914136945149038
Dornogovi,1973,DJF,1.8654582133868471
Dornogovi,1973,JJA,1.5771451039049114
Dornogovi,1973,MAM,0.7411045606651352
Dornogovi,1973,SON,2.3736227117745243
Dornogovi,1974,DJF,0.4821784178768285
Dornogovi,1974,JJA,0.8348882370481555
Dornogovi,1974,MAM,0.7463058683661522
Dornogovi,1974,SON,0.7261206071563371
Dornogovi,1975,DJF,0.890521512698859
Dornogovi,1975,JJA,0.6436292180325798
Dornogovi,1975,MAM,0.78379080901012
Dornogovi,1975,SON,1.171893012551451
Dornogovi,1976,DJF,0.6505407598152994
Dornogovi,1976,JJA,1.325385559013485
Dornogovi,1976,MAM,1.2445385483496747
Dornogovi,1976,SON,0.976448092393251
Dornogovi,1977,DJF,1.5879158642935507
Dornogovi,1977,JJA,1.4413959827514589
Dornogovi,1977,MAM,0.7243200777142644
Dornogovi,1977,SON,1.2675910215126036
Dornogovi,1978,DJF,1.3786869984632548
Dornogovi,1978,JJA,0.20684437690862856
Dornogovi,1978,MAM,0.4161672748159349
Dornogovi,1978,SON,-0.19785007341796118
Dornogovi,1979,DJF,-0.11648646870831669
Dornogovi,1979,JJA,0.9858064846195804
Dornogovi,1979,MAM,0.855607015631612
Dornogovi,1979,SON,0.5441380480582634
Dornogovi,1980,DJF,-0.03423721254495733
Dornogovi,1980,JJA,-0.632712371526836
Dornogovi,1980,MAM,0.708965564417464
Dornogovi,1980,SON,0.5832912254901321
Dornogovi,1981,DJF,1.336026860286334
Dornogovi,1981,JJA,0.7969039170851376
Dornogovi,1981,MAM,1.1571559554441615
Dornogovi,1981,SON,1.704288480220434
Dornogovi,1982,DJF,1.3881386062258931
Dornogovi,1982,JJA,0.3355441271649183
Dornogovi,1982,MAM,0.22304818860521075
Dornogovi,1982,SON,0.17388030826903472
Dornogovi,1983,DJF,0.6633896974001384
Dornogovi,1983,JJA,0.6709267476475088
Dornogovi,1983,MAM,0.6822007623051684
Dornogovi,1983,SON,1.7248630813546206
Dornogovi,1984,DJF,0.3703255040644772
Dornogovi,1984,JJA,1.0187769477907733
Dornogovi,1984,MAM,1.066729335541232
Dornogovi,1984,SON,1.477854889484908
Dornogovi,1985,DJF,0.63908420986898
Dornogovi,1985,JJA,0.5831227647688965
Dornogovi,1985,MAM,1.319907982994455
Dornogovi,1985,SON,0.4386811753467645
Dornogovi,1986,DJF,1.22949019704311
Dornogovi,1986,JJA,0.65370568688414
Dornogovi,1986,MAM,0.876604226736708
Dornogovi,1986,SON,1.7748044182281904
Dornogovi,1987,DJF,2.2394626969656857
Dornogovi,1987,JJA,0.5189014996536134
Dornogovi,1987,MAM,1.3417794525490045
Dornogovi,1987,SON,1.9267534517722817
Dornogovi,1988,DJF,1.0763862991445305
Dornogovi,1988,JJA,0.655074680176535
Dornogovi,1988,MAM,1.2828270855151156
Dornogovi,1988,SON,0.9828495899898141
Dornogovi,1989,DJF,0.03268022560825992
Dornogovi,1989,JJA,-0.013585941682077479
Dornogovi,1989,MAM,-0.02080334134102757
Dornogovi,1989,SON,0.47591679011745425
Dornogovi,1990,DJF,1.0614253728562364
Dornogovi,1990,JJA,1.1422631173543853
Dornogovi,1990,MAM,1.2422343510435876
Dornogovi,1990,SON,0.9009916073506233
Dornogovi,1991,DJF,0.14519162505181823
Dornogovi,1991,JJA,0.478794248811107
Dornogovi,1991,MAM,1.7641272369809367
Dornogovi,1991,SON,-0.1446316757725562
Dornogovi,1992,DJF,0.6285917853606621
Dornogovi,1992,JJA,0.49999883975136983
Dornogovi,1992,MAM,1.0935388509920503
Dornogovi,1992,SON,0.773612181362107
Dornogovi,1993,DJF,1.2009814627093054
Dornogovi,1993,JJA,1.0457386019886676
Dornogovi,1993,MAM,0.8747560359713463
Dornogovi,1993,SON,0.38991993724389223
Dornogovi,1994,DJF,0.7485772131121367
Dornogovi,1994,JJA,-0.006677289515377021
Dornogovi,1994,MAM,-0.2364315789033705
Dornogovi,1994,SON,1.4400452417263059
Dornogovi,1995,DJF,0.20397199593755283
Dornogovi,1995,JJA,0.04186022327899828
Dornogovi,1995,MAM,0.3166337986889746
Dornogovi,1995,SON,1.02983461895007
Dornogovi,1996,DJF,-0.19876895350557713
Dornogovi,1996,JJA,1.193587982365363
Dornogovi,1996,MAM,-0.1558331603431215
Dornogovi,1996,SON,1.2477072429136664
Dornogovi,1997,DJF,0.6498691876128798
Dornogovi,1997,JJA,0.55610857113035
Dornogovi,1997,MAM,-0.00564080219870916
Dornogovi,1997,SON,0.4420533585871148
Dornogovi,1998,DJF,-0.11326318767593756
Dornogovi,1998,JJA,1.0641939524862152
Dornogovi,1998,MAM,0.16173861892059588
Dornogovi,1998,SON,0.9489059910922407
Dornogovi,1999,DJF,-0.5476363298376714
Dornogovi,1999,JJA,-0.44648428528968975
Dornogovi,1999,MAM,0.7366845442482529
Dornogovi,1999,SON,0.03869240118892273
Dornogovi,2000,DJF,0.47030135226412784
Dornogovi,2000,JJA,-0.7490672151363093
Dornogovi,2000,MAM,-0.13708386963826305
Dornogovi,2000,SON,0.17679998426567087
Dornogovi,2001,DJF,0.6098606453788916
Dornogovi,2001,JJA,-0.5562953108077614
Dornogovi,2001,MAM,-0.31954884380064835
Dornogovi,2001,SON,0.12107617309447125
Dornogovi,2002,DJF,-0.26110047269448067
Dornogovi,2002,JJA,0.40608376374991517
Dornogovi,2002,MAM,0.3089732591360301
Dornogovi,2002,SON,-0.22852884398875403
Dornogovi,2003,DJF,1.4810398349901228
Dornogovi,2003,JJA,1.3417420419386594
Dornogovi,2003,MAM,1.566806835616896
Dornogovi,2003,SON,0.7345902049827272
Dornogovi,2004,DJF,-0.4621019139853176
Dornogovi,2004,JJA,-0.2279058902711887
Dornogovi,2004,MAM,-0.8464253409771546
Dornogovi,2004,SON,-0.5443903572868486
Dornogovi,2005,DJF,-0.10197616590507427
Dornogovi,2005,JJA,-1.0899118859928196
Dornogovi,2005,MAM,0.0697873779526845
Dornogovi,2005,SON,-1.290586872677546
Dornogovi,2006,DJF,-0.8332027508264668
Dornogovi,2006,JJA,-0.1604518605105802
Dornogovi,2006,MAM,-0.1766087583490146
Dornogovi,2006,SON,-0.824769788613601
Dornogovi,2007,DJF,-1.0524603671274206
Dornogovi,2007,JJA,-0.6753638761749474
Dornogovi,2007,MAM,-0.40341025075513304
Dornogovi,2007,SON,-1.041323425578106
Dornogovi,2008,DJF,-0.33196790638140977
Dornogovi,2008,JJA,0.3732678246911873
Dornogovi,2008,MAM,-0.4348253203087127
Dornogovi,2008,SON,0.3476381314750606
Dornogovi,2009,DJF,-1.0795832749426486
Dornogovi,2009,JJA,-0.9491280161797351
Dornogovi,2009,MAM,-0.012461982209491806
Dornogovi,2009,SON,-1.4340387164625288
Dornogovi,2010,DJF,0.5864790054541071
Dornogovi,2010,JJA,-0.043300694951948444
Dornogovi,2010,MAM,1.6161296314917124
Dornogovi,2010,SON,-0.5736646544575028
Dornogovi,2011,DJF,-0.07285535417407313
Dornogovi,2011,JJA,0.5422625231061061
Dornogovi,2011,MAM,0.23386165869081654
Dornogovi,2011,SON,-0.1880548588704924
Dornogovi,2012,DJF,1.0031608761810775
Dornogovi,2012,JJA,0.775453049208368
Dornogovi,2012,MAM,0.3442334629978669
Dornogovi,2012,SON,0.6934520752477145
Dornogovi,2013,DJF,0.5575827375099488
Dornogovi,2013,JJA,-0.5524830211132311
Dornogovi,2013,MAM,-0.3755374136331214
Dornogovi,2013,SON,-0.7673042041755602
Dornogovi,2014,DJF,-1.4947255387419591
Dornogovi,2014,JJA,-0.14705725063678232
Dornogovi,2014,MAM,-1.2232650494858808
Dornogovi,2014,SON,-0.5715282035410376
Dornogovi,2015,DJF,-1.2129970968002188
Dornogovi,2015,JJA,-0.2987277856580408
Dornogovi,2015,MAM,-1.1066005459860186
Dornogovi,2015,SON,-0.4429889800430214
Dornogovi,2016,DJF,0.3934313647481182
Dornogovi,2016,JJA,0.37472027655843665
Dornogovi,2016,MAM,-0.7914138963902555
Dornogovi,2016,SON,-0.06566453119522715
Dornogovi,2017,DJF,0.12157524742940543
Dornogovi,2017,JJA,-1.4672923900860317
Dornogovi,2017,MAM,-0.6173648451065749
Dornogovi,2017,SON,-0.9097361475790835
Dornogovi,2018,DJF,-0.3317868165653649
Dornogovi,2018,JJA,-0.6214329205392337
Dornogovi,2018,MAM,-1.5502459151520733
Dornogovi,2018,SON,0.7835661810743494
Dornogovi,2019,DJF,-0.9346248753878861
Dornogovi,2019,JJA,-0.6695695791313903
Dornogovi,2019,MAM,-0.6507146868075641
Dornogovi,2019,SON,-0.1441454220891161
Dornogovi,2020,DJF,0.2029126378219634
