Aimag,Year,JJA_Mean_SPEI3
Khovd,1997,0.3202321410573552
Khovd,1998,0.456248853577876
Khovd,1999,0.6078517884765919
Khovd,2000,0.28444841352940664
Khovd,2001,-0.9996386859731419
Khovd,2002,-0.5710420019837693
Khovd,2003,1.3967201737015078
Khovd,2004,-0.5250422542447376
Khovd,2005,0.12231650048128209
Khovd,2006,-0.30142323758702283
Khovd,2007,-1.1216089063631374
Khovd,2008,-1.228769521849359
Khovd,2009,-0.9200252711613136
Khovd,2010,-0.03269160788672096
Khovd,2011,-0.3226913988604727
Khovd,2012,-0.3047906132212398
Khovd,2013,-0.11348900870719199
Khovd,2014,-0.3851007256382099
Khovd,2015,0.6716726002167435
Khovd,2016,0.27297524337595697
Khovd,2017,-1.2644425141102178
Khovd,2018,-0.5667372710915787
Khovd,2019,-0.2515401310700873
Khovd,2020,-0.38899730662276405
Khovd,2021,-1.2109603118733818
Khovd,2022,-3.0820930311552477
Khovd,2023,-1.0920787405906314
Khovd,2024,-1.6242022340626268
Khuvsgul,1950,2.4037943908374286
Khuvsgul,1951,0.1526761236554672
Khuvsgul,1952,1.2096795634758424
Khuvsgul,1953,0.167967290270976
Khuvsgul,1954,0.30454242960255196
Khuvsgul,1955,0.18359927979864613
Khuvsgul,1956,1.3059644997651165
Khuvsgul,1957,-0.16880957584664513
Khuvsgul,1958,0.9395047700116501
Khuvsgul,1959,1.0869373759724774
Khuvsgul,1960,0.8979223093074067
Khuvsgul,1961,0.6131573286989737
Khuvsgul,1962,0.37268186243095885
Khuvsgul,1963,0.5199263582684891
Khuvsgul,1964,0.27060849198921183
Khuvsgul,1965,0.709636656208468
Khuvsgul,1966,0.5508359793174255
Khuvsgul,1967,1.3345984882627833
Khuvsgul,1968,-0.31984797592064595
Khuvsgul,1969,-0.21592358791570085
Khuvsgul,1970,-0.779488586998228
Khuvsgul,1971,0.6537997026873413
Khuvsgul,1972,0.2625439543067713
Khuvsgul,1973,1.2278079359064042
Khuvsgul,1974,-0.8071464201688107
Khuvsgul,1975,0.28419317404036054
Khuvsgul,1976,0.4076181650615969
Khuvsgul,1977,0.5690181304936344
Khuvsgul,1978,-0.7705470541444113
Khuvsgul,1979,-0.41682817038925707
Khuvsgul,1980,-0.12030400480283042
Khuvsgul,1981,0.1461066776480253
Khuvsgul,1982,0.8424816069422855
Khuvsgul,1983,1.6140175023894605
Khuvsgul,1984,1.0891633066556905
Khuvsgul,1985,0.2610354013640127
Khuvsgul,1986,1.6303689581027143
Khuvsgul,1987,0.37660201106158947
Khuvsgul,1988,0.09640544369090294
Khuvsgul,1989,0.9645647600312537
Khuvsgul,1990,1.216420132290083
Khuvsgul,1991,0.6902678015270401
Khuvsgul,1992,0.4017812017250561
Khuvsgul,1993,1.3968117746989794
Khuvsgul,1994,1.7209554237884255
Khuvsgul,1995,-0.1716464007062946
Khuvsgul,1996,-0.3026208904507026
Khuvsgul,1997,-0.12177983092622835
Khuvsgul,1998,0.4437113075240341
Khuvsgul,1999,-0.6132614277974814
Khuvsgul,2000,-0.7224435141273056
Khuvsgul,2001,0.270724325573841
Khuvsgul,2002,-1.0477309198358598
Khuvsgul,2003,0.5100080604069941
Khuvsgul,2004,-0.05358718131183281
Khuvsgul,2005,-0.31568467679187806
Khuvsgul,2006,0.8657037098025814
Khuvsgul,2007,-0.29288380187032875
Khuvsgul,2008,0.02462067791971364
Khuvsgul,2009,-0.482870009210629
Khuvsgul,2010,-0.4772951461244413
Khuvsgul,2011,-0.22431418543427323
Khuvsgul,2012,-0.3246710442842455
Khuvsgul,2013,-0.1689338145619582
Khuvsgul,2014,-0.34592234587232734
Khuvsgul,2015,-1.2832325073830613
Khuvsgul,2016,0.7654408648892053
Khuvsgul,2017,-1.4598154942061856
Khuvsgul,2018,-0.2599314005012752
Khuvsgul,2019,0.9927878335301882
Khuvsgul,2020,0.256982835570262
Khuvsgul,2021,1.2328727135409223
Khuvsgul,2022,-1.40607352456618
Khuvsgul,2023,0.6204553645377642
Khuvsgul,2024,-0.7348620283781702
Orkhon,1950,3.097781302096816
Orkhon,1951,-0.025112800943834925
Orkhon,1952,1.0931372003957531
Orkhon,1953,1.2388955250429308
Orkhon,1954,0.6520543817952378
Orkhon,1955,0.14228970948760528
Orkhon,1956,1.7819320793648923
Orkhon,1957,0.7107704989145422
Orkhon,1958,0.23428535968367778
Orkhon,1959,1.2693028712317125
Orkhon,1960,1.045252583299671
Orkhon,1961,0.02853911498818991
Orkhon,1962,0.6931069488960897
Orkhon,1963,1.3787422643098561
Orkhon,1964,2.2582366957564797
Orkhon,1965,0.8535142537208793
Orkhon,1966,0.7151902427535847
Orkhon,1967,1.561564275778657
Orkhon,1968,0.4673322862843358
Orkhon,1969,0.46619129766921347
Orkhon,1970,0.042080883656545776
Orkhon,1971,2.596879553987106
Orkhon,1972,0.42762211574865266
Orkhon,1973,2.1163080884625898
Orkhon,1974,0.1705600127983759
Orkhon,1975,0.8444280848448327
Orkhon,1976,1.6869187527473752
Orkhon,1977,0.20272122895493846
Orkhon,1978,0.5034849590981759
Orkhon,1979,0.03514208064819204
Orkhon,1980,-0.7565117889653618
Orkhon,1981,0.46028441137717
Orkhon,1982,1.3669651635658382
Orkhon,1983,1.1252432193102684
Orkhon,1984,0.517560445768568
Orkhon,1985,1.49180891835396
Orkhon,1986,0.6076280862862331
Orkhon,1987,0.0019506150546220152
Orkhon,1988,1.017673405943099
Orkhon,1989,0.21685135172721232
Orkhon,1990,1.5325430912860665
Orkhon,1991,0.7446734311033233
Orkhon,1992,0.5290632962405729
Orkhon,1993,1.4696119945307873
Orkhon,1994,2.191250424470738
Orkhon,1995,0.15832155637273532
Orkhon,1996,-0.5769878583469825
Orkhon,1997,0.45811721046177606
Orkhon,1998,1.0179716956811469
Orkhon,1999,0.014171591635277139
Orkhon,2000,-0.15098594367995927
Orkhon,2001,0.16582655791736328
Orkhon,2002,-1.5415480305504705
Orkhon,2003,-0.4594227562680273
Orkhon,2004,0.16793788774545157
Orkhon,2005,-0.1911161895873231
Orkhon,2006,0.22606568942284677
Orkhon,2007,-0.017565001991839864
Orkhon,2008,1.383659354043943
Orkhon,2009,-0.808252417210678
Orkhon,2010,-1.0316654990916183
Orkhon,2011,-0.23784738360374263
Orkhon,2012,0.44607278320234006
Orkhon,2013,0.3915995709888306
Orkhon,2014,-0.6681193817357687
Orkhon,2015,-0.8396497069912959
Orkhon,2016,0.4117077615607441
Orkhon,2017,-1.943521213017288
Orkhon,2018,-1.1779253700561956
Orkhon,2019,-0.048803294743013405
Orkhon,2020,-0.9406862291914042
Orkhon,2021,1.8353393310153046
Orkhon,2022,0.08403771875573575
Orkhon,2023,1.4658473734669781
Orkhon,2024,0.5828502845757476
Selenge,1950,2.3989620779991503
Selenge,1951,-0.08907413065349627
Selenge,1952,1.0471926364907393
Selenge,1953,0.3660996606680334
Selenge,1954,-0.10532820417633591
Selenge,1955,0.032421604593579775
Selenge,1956,0.1860001671275241
Selenge,1957,0.659984492652044
Selenge,1958,-0.4866290489915653
Selenge,1959,1.1602176626870273
Selenge,1960,0.33421298468189375
Selenge,1961,-0.31434491807499354
Selenge,1962,0.5387555164170142
Selenge,1963,0.7417373383312328
Selenge,1964,1.8957372157319148
Selenge,1965,0.11323794711131759
Selenge,1966,1.1094140887095376
Selenge,1967,2.0739862671258313
Selenge,1968,0.6932051921642537
Selenge,1969,-0.4329961875407721
Selenge,1970,0.6131292048706564
Selenge,1971,2.7753757580245777
Selenge,1972,-0.21433865479352857
Selenge,1973,2.1740495549196113
Selenge,1974,0.23588129116272177
Selenge,1975,1.3042925331208772
Selenge,1976,0.8899877234232855
Selenge,1977,-0.12181645962349227
Selenge,1978,0.9422903956130123
Selenge,1979,-0.5219991793936573
Selenge,1980,-0.8947024861986853
Selenge,1981,0.6526848906994636
Selenge,1982,1.486316218988206
Selenge,1983,1.758169370847185
Selenge,1984,0.6406303782000999
Selenge,1985,1.941807330880119
Selenge,1986,0.5792359177036384
Selenge,1987,0.10911658641700385
Selenge,1988,1.9544637514124614
Selenge,1989,-0.050338641779049606
Selenge,1990,1.463998977709746
Selenge,1991,1.3673485985841154
Selenge,1992,0.3424044673985977
Selenge,1993,1.257039444430052
Selenge,1994,1.1212481236163583
Selenge,1995,0.5567943979484715
Selenge,1996,-0.35135878353143285
Selenge,1997,0.4221657725804158
Selenge,1998,1.3342993436329886
Selenge,1999,-0.4033693054679548
Selenge,2000,-0.07450232594556946
Selenge,2001,-0.8669166482395099
Selenge,2002,-0.8032525015370429
Selenge,2003,-0.2771858502467551
Selenge,2004,0.2196594633793828
Selenge,2005,0.08995639083557189
Selenge,2006,0.1497880206699912
Selenge,2007,0.02622600885203762
Selenge,2008,1.1196803774074273
Selenge,2009,-0.1513857717456247
Selenge,2010,-0.9455101351456167
Selenge,2011,-0.0072419380146450385
Selenge,2012,0.518957106619281
Selenge,2013,0.03683400714785094
Selenge,2014,-0.42727052847865554
Selenge,2015,-1.373070130816945
Selenge,2016,-0.1547465864116228
Selenge,2017,-1.9874582257059372
Selenge,2018,-0.5552034047897422
Selenge,2019,-0.21354776709527729
Selenge,2020,-0.008986402322815624
Selenge,2021,1.9030448059093603
Selenge,2022,0.1357132449001235
Selenge,2023,0.8119524674470011
Selenge,2024,0.6954231414816496
Sukhbaatar,1950,1.9069461859804173
Sukhbaatar,1951,0.3913884533964008
Sukhbaatar,1952,1.258923587179441
Sukhbaatar,1953,1.2966665288690025
Sukhbaatar,1954,1.939163436522412
Sukhbaatar,1955,1.0666486840373555
Sukhbaatar,1956,0.2749909466115836
Sukhbaatar,1957,0.941071616303245
