latitude,longitude,Aimag,weight
46.0,92.25,Khovd,538133800.3853167
46.0,92.5,Khovd,538133800.3853998
46.0,92.75,Khovd,538133800.3853167
46.0,93.0,Khovd,538133800.3853167
46.0,93.25,Govi-Altai,1046304.6754613835
46.0,93.25,Khovd,537087495.7098969
46.0,93.5,Govi-Altai,478730964.54479635
46.0,93.5,Khovd,59402835.840520486
46.0,93.75,Govi-Altai,538133800.3853583
46.0,94.0,Govi-Altai,538133800.3853583
46.0,94.25,Govi-Altai,538133800.3853583
46.0,94.5,Govi-Altai,538133800.3853167
46.0,94.75,Govi-Altai,538133800.3853167
46.0,95.0,Govi-Altai,538133800.3853583
46.0,95.25,Govi-Altai,538133800.3853583
46.0,95.5,Govi-Altai,538133800.3853583
46.0,95.75,Govi-Altai,538133800.3853167
46.0,96.0,Govi-Altai,538133800.3853167
46.0,96.25,Govi-Altai,538133800.3853583
46.0,96.5,Govi-Altai,538133800.3853583
46.0,96.75,Govi-Altai,538133800.3853583
46.0,97.0,Govi-Altai,538133800.3853167
46.0,97.25,Govi-Altai,538133800.3853167
46.0,97.5,Govi-Altai,538133800.3853583
46.0,97.75,Govi-Altai,538133800.3853583
46.0,98.0,Bayankhongor,37949663.986565925
46.0,98.0,Govi-Altai,500184136.3987924
46.0,98.25,Bayankhongor,411760194.39961606
46.0,98.25,Govi-Altai,126373605.98570067
46.0,98.5,Bayankhongor,538133800.3853167
46.0,98.75,Bayankhongor,538133800.3853583
46.0,99.0,Bayankhongor,538133800.3853583
46.0,99.25,Bayankhongor,538133800.3853583
46.0,99.5,Bayankhongor,538133800.3853167
46.0,99.75,Bayankhongor,538133800.3853167
46.0,100.0,Bayankhongor,538133800.3853583
46.0,100.25,Bayankhongor,538133800.3853583
46.0,100.5,Bayankhongor,538133800.3853583
46.0,100.75,Bayankhongor,538133800.3853167
46.0,101.0,Bayankhongor,538133800.3853583
46.0,101.25,Bayankhongor,391694760.31687045
46.0,101.25,Uvurkhangai,146439040.0684463
46.0,101.5,Bayankhongor,6985377.646042494
46.0,101.5,Uvurkhangai,531148422.7393158
46.0,101.75,Uvurkhangai,538133800.3853583
46.0,102.0,Uvurkhangai,538133800.3853167
46.0,102.25,Uvurkhangai,538133800.3853583
46.0,102.5,Uvurkhangai,538133800.3853167
46.0,102.75,Uvurkhangai,538133800.3853167
46.0,103.0,Uvurkhangai,538133800.3853998
46.0,103.25,Uvurkhangai,538133800.3853583
46.0,103.5,Uvurkhangai,538133800.3853167
46.0,103.75,Uvurkhangai,538133800.3853167
46.0,104.0,Uvurkhangai,538133800.3853167
46.0,104.25,Dundgovi,313591292.9461027
46.0,104.25,Uvurkhangai,224542507.43925557
46.0,104.5,Dundgovi,531590864.2994676
46.0,104.5,Uvurkhangai,6542936.085932206
46.0,104.75,Dundgovi,538133800.3853167
46.0,105.0,Dundgovi,538133800.3853167
46.0,105.25,Dundgovi,538133800.3853167
46.0,105.5,Dundgovi,538133800.3853583
46.0,105.75,Dundgovi,538133800.3853998
46.0,106.0,Dundgovi,538133800.3853167
46.0,106.25,Dundgovi,538133800.3853167
46.0,106.5,Dundgovi,538133800.3853167
46.0,106.75,Dundgovi,538133800.3853583
46.0,107.0,Dundgovi,538133800.3853583
46.0,107.25,Dundgovi,538133800.3853583
46.0,107.5,Dundgovi,538133800.3853167
46.0,107.75,Dundgovi,538133800.3853583
46.0,108.0,Dundgovi,538133800.3853167
46.0,108.25,Dundgovi,269971947.81840956
46.0,108.25,Govisumber,268161852.56694877
46.0,108.5,Dornogovi,75687995.67448452
46.0,108.5,Dundgovi,91943681.06898814
46.0,108.5,Govisumber,370502123.6418857
46.0,108.75,Dornogovi,535950938.74666643
46.0,108.75,Govisumber,2182861.638650329
46.0,109.0,Dornogovi,538133800.3853583
46.0,109.25,Dornogovi,538133800.3853167
46.0,109.5,Dornogovi,538133800.3853583
46.0,109.75,Dornogovi,538133800.3853583
46.0,110.0,Dornogovi,538133800.3853583
46.0,110.25,Dornogovi,538133800.3853167
46.0,110.5,Dornogovi,524383807.81310564
46.0,110.5,Khentii,13749992.572211076
46.0,110.75,Dornogovi,437938472.30050504
46.0,110.75,Khentii,100195328.08485323
46.0,111.0,Dornogovi,477303982.3083663
46.0,111.0,Khentii,60829818.07699204
46.0,111.25,Dornogovi,538133800.3853583
46.0,111.5,Dornogovi,504822607.612574
46.0,111.5,Sukhbaatar,33311192.772742815
46.0,111.75,Dornogovi,75301822.9257428
46.0,111.75,Sukhbaatar,462831977.4595739
46.0,112.0,Sukhbaatar,538133800.3853583
46.0,112.25,Sukhbaatar,538133800.3853583
46.0,112.5,Sukhbaatar,538133800.3853583
46.0,112.75,Sukhbaatar,538133800.3853167
46.0,113.0,Sukhbaatar,538133800.3853167
46.0,113.25,Sukhbaatar,538133800.3853167
46.0,113.5,Sukhbaatar,538133800.3853998
46.0,113.75,Sukhbaatar,538133800.3853583
46.0,114.0,Sukhbaatar,538133800.3853167
46.0,114.25,Sukhbaatar,538133800.3853167
46.0,114.5,Sukhbaatar,538133800.3853167
46.0,114.75,Sukhbaatar,538133800.3853998
46.0,115.0,Sukhbaatar,538133800.3853583
46.0,115.25,Sukhbaatar,538133800.3853167
46.0,115.5,Sukhbaatar,538133800.3853583
46.0,115.75,Sukhbaatar,538133800.3852752
46.0,116.0,Sukhbaatar,538133800.3853583
46.0,116.25,Sukhbaatar,387009502.968171
46.0,116.5,Sukhbaatar,4833705.930688588
45.75,90.75,Khovd,284119214.1810755
45.75,91.0,Khovd,540528476.1514326
45.75,91.25,Khovd,540528476.1513908
45.75,91.5,Khovd,540528476.1513491
45.75,91.75,Khovd,540528476.1513491
45.75,92.0,Khovd,540528476.1513908
45.75,92.25,Khovd,540528476.1513491
45.75,92.5,Khovd,540528476.1514326
45.75,92.75,Khovd,540528476.1513491
45.75,93.0,Govi-Altai,43271745.35076116
45.75,93.0,Khovd,497256730.800588
45.75,93.25,Govi-Altai,430121839.01457
45.75,93.25,Khovd,110406637.13682085
45.75,93.5,Govi-Altai,540528476.1513491
45.75,93.75,Govi-Altai,540528476.1513908
45.75,94.0,Govi-Altai,540528476.1513908
45.75,94.25,Govi-Altai,540528476.1513908
45.75,94.5,Govi-Altai,540528476.1513491
45.75,94.75,Govi-Altai,540528476.1513491
45.75,95.0,Govi-Altai,540528476.1513908
45.75,95.25,Govi-Altai,540528476.1513908
45.75,95.5,Govi-Altai,540528476.1513908
45.75,95.75,Govi-Altai,540528476.1513491
45.75,96.0,Govi-Altai,540528476.1513491
45.75,96.25,Govi-Altai,540528476.1513908
45.75,96.5,Govi-Altai,540528476.1513908
45.75,96.75,Govi-Altai,540528476.1513908
45.75,97.0,Govi-Altai,540528476.1513491
45.75,97.25,Govi-Altai,540528476.1513491
45.75,97.5,Govi-Altai,540528476.1513908
45.75,97.75,Govi-Altai,540528476.1513908
45.75,98.0,Govi-Altai,540528476.1513908
45.75,98.25,Bayankhongor,11658475.902463734
45.75,98.25,Govi-Altai,528870000.2488853
45.75,98.5,Bayankhongor,452879489.12538415
45.75,98.5,Govi-Altai,87648987.02596486
45.75,98.75,Bayankhongor,540528476.1513908
45.75,99.0,Bayankhongor,540528476.1513908
45.75,99.25,Bayankhongor,540528476.1513908
45.75,99.5,Bayankhongor,540528476.1513491
45.75,99.75,Bayankhongor,540528476.1513491
45.75,100.0,Bayankhongor,540528476.1513908
45.75,100.25,Bayankhongor,540528476.1513908
45.75,100.5,Bayankhongor,540528476.1513908
45.75,100.75,Bayankhongor,540528476.1513491
45.75,101.0,Bayankhongor,540528476.1513908
45.75,101.25,Bayankhongor,386581371.41530764
45.75,101.25,Uvurkhangai,153947104.73604146
45.75,101.5,Uvurkhangai,540528476.1513908
45.75,101.75,Uvurkhangai,540528476.1513908
45.75,102.0,Uvurkhangai,540528476.1513491
45.75,102.25,Uvurkhangai,540528476.1513908
45.75,102.5,Uvurkhangai,540528476.1513491
45.75,102.75,Uvurkhangai,540528476.1513491
45.75,103.0,Uvurkhangai,540528476.1514326
45.75,103.25,Uvurkhangai,540528476.1513908
45.75,103.5,Dundgovi,99913.6206224276
45.75,103.5,Uvurkhangai,540428562.5307267
45.75,103.75,Dundgovi,204471273.10241672
45.75,103.75,Uvurkhangai,336057203.0489323
45.75,104.0,Dundgovi,263604489.4066133
45.75,104.0,Uvurkhangai,276923986.7447358
45.75,104.25,Dundgovi,525713263.8132793
45.75,104.25,Uvurkhangai,14815212.338111574
45.75,104.5,Dundgovi,540528476.1514326
45.75,104.75,Dundgovi,540528476.1513491
45.75,105.0,Dundgovi,540528476.1513491
45.75,105.25,Dundgovi,540528476.1513491
45.75,105.5,Dundgovi,540528476.1513908
45.75,105.75,Dundgovi,540528476.1514326
45.75,106.0,Dundgovi,540528476.1513491
45.75,106.25,Dundgovi,540528476.1513491
45.75,106.5,Dundgovi,540528476.1513491
45.75,106.75,Dundgovi,540528476.1513908
45.75,107.0,Dundgovi,540528476.1513908
45.75,107.25,Dundgovi,540528476.1513908
45.75,107.5,Dundgovi,540528476.1513491
45.75,107.75,Dundgovi,540528476.1513908
45.75,108.0,Dundgovi,540528476.1513491
45.75,108.25,Dundgovi,540528476.1513908
45.75,108.5,Dornogovi,279034392.1992255
45.75,108.5,Dundgovi,261494083.95216537
45.75,108.75,Dornogovi,540528476.1513491
45.75,109.0,Dornogovi,540528476.1513908
45.75,109.25,Dornogovi,540528476.1513491
45.75,109.5,Dornogovi,540528476.1513908
45.75,109.75,Dornogovi,540528476.1513908
45.75,110.0,Dornogovi,540528476.1513908
45.75,110.25,Dornogovi,540528476.1513491
45.75,110.5,Dornogovi,540528476.1513491
45.75,110.75,Dornogovi,540528476.1513908
45.75,111.0,Dornogovi,540528476.1513908
45.75,111.25,Dornogovi,540528476.1513908
45.75,111.5,Dornogovi,540528476.1513491
45.75,111.75,Dornogovi,185358602.6210741
45.75,111.75,Sukhbaatar,355169873.530275
45.75,112.0,Sukhbaatar,540528476.1513908
45.75,112.25,Sukhbaatar,540528476.1513908
45.75,112.5,Sukhbaatar,540528476.1513908
45.75,112.75,Sukhbaatar,540528476.1513491
45.75,113.0,Sukhbaatar,540528476.1513491
45.75,113.25,Sukhbaatar,540528476.1513491
45.75,113.5,Sukhbaatar,540528476.1514326
45.75,113.75,Sukhbaatar,540528476.1513908
45.75,114.0,Sukhbaatar,540528476.1513491
45.75,114.25,Sukhbaatar,540528476.1513491
45.75,114.5,Sukhbaatar,540528476.1513491
45.75,114.75,Sukhbaatar,540528476.1514326
45.75,115.0,Sukhbaatar,540528476.1513908
45.75,115.25,Sukhbaatar,540528476.1513491
45.75,115.5,Sukhbaatar,540528476.1513908
45.75,115.75,Sukhbaatar,540528476.1513073
45.75,116.0,Sukhbaatar,479730144.962134
45.75,116.25,Sukhbaatar,202642173.57532322
45.5,90.75,Khovd,368016616.6801717
45.5,91.0,Khovd,542912572.8338974
45.5,91.25,Khovd,542912572.8338554
45.5,91.5,Khovd,542912572.8338134
45.5,91.75,Khovd,542912572.8338134
45.5,92.0,Khovd,542912572.8338554
45.5,92.25,Khovd,542912572.8338134
45.5,92.5,Khovd,542912572.8338974
45.5,92.75,Khovd,542912572.8338134
45.5,93.0,Govi-Altai,5352368.939972857
45.5,93.0,Khovd,537560203.8938406
45.5,93.25,Govi-Altai,497710265.4811932
45.5,93.25,Khovd,45202307.35266222
45.5,93.5,Govi-Altai,542912572.8338134
45.5,93.75,Govi-Altai,542912572.8338554
45.5,94.0,Govi-Altai,542912572.8338554
45.5,94.25,Govi-Altai,542912572.8338554
45.5,94.5,Govi-Altai,542912572.8338134
45.5,94.75,Govi-Altai,542912572.8338134
45.5,95.0,Govi-Altai,542912572.8338554
45.5,95.25,Govi-Altai,542912572.8338554
45.5,95.5,Govi-Altai,542912572.8338554
45.5,95.75,Govi-Altai,542912572.8338134
45.5,96.0,Govi-Altai,542912572.8338134
45.5,96.25,Govi-Altai,542912572.8338554
45.5,96.5,Govi-Altai,542912572.8338554
45.5,96.75,Govi-Altai,542912572.8338554
45.5,97.0,Govi-Altai,542912572.8338134
45.5,97.25,Govi-Altai,542912572.8338134
45.5,97.5,Govi-Altai,542912572.8338554
45.5,97.75,Govi-Altai,542912572.8338554
45.5,98.0,Govi-Altai,542912572.8338554
45.5,98.25,Govi-Altai,542912572.8338134
45.5,98.5,Bayankhongor,348322279.0047377
45.5,98.5,Govi-Altai,194590293.82907584
45.5,98.75,Bayankhongor,542912572.8338554
45.5,99.0,Bayankhongor,542912572.8338554
45.5,99.25,Bayankhongor,542912572.8338554
45.5,99.5,Bayankhongor,542912572.8338134
45.5,99.75,Bayankhongor,542912572.8338134
45.5,100.0,Bayankhongor,542912572.8338554
45.5,100.25,Bayankhongor,542912572.8338554
45.5,100.5,Bayankhongor,542912572.8338554
45.5,100.75,Bayankhongor,542912572.8338134
45.5,101.0,Bayankhongor,542912572.8338554
45.5,101.25,Bayankhongor,140014867.51197705
45.5,101.25,Uvurkhangai,402897705.3218364
45.5,101.5,Uvurkhangai,542912572.8338554
45.5,101.75,Uvurkhangai,542912572.8338554
45.5,102.0,Uvurkhangai,542912572.8338134
45.5,102.25,Uvurkhangai,542912572.8338554
45.5,102.5,Uvurkhangai,542912572.8338134
45.5,102.75,Uvurkhangai,542912572.8338134
45.5,103.0,Uvurkhangai,542912572.8338974
45.5,103.25,Uvurkhangai,542912572.8338554
45.5,103.5,Dundgovi,6445825.630481864
45.5,103.5,Uvurkhangai,536466747.2033315
45.5,103.75,Dundgovi,489120595.6378453
45.5,103.75,Uvurkhangai,53791977.19596811
45.5,104.0,Dundgovi,542912572.8338134
45.5,104.25,Dundgovi,542912572.8338554
45.5,104.5,Dundgovi,542912572.8338974
45.5,104.75,Dundgovi,542912572.8338134
45.5,105.0,Dundgovi,542912572.8338134
45.5,105.25,Dundgovi,542912572.8338134
45.5,105.5,Dundgovi,542912572.8338554
45.5,105.75,Dundgovi,542912572.8338974
45.5,106.0,Dundgovi,542912572.8338134
45.5,106.25,Dundgovi,542912572.8338134
45.5,106.5,Dundgovi,542912572.8338134
45.5,106.75,Dundgovi,542912572.8338554
45.5,107.0,Dundgovi,542912572.8338554
45.5,107.25,Dundgovi,542912572.8338554
45.5,107.5,Dundgovi,542912572.8338134
45.5,107.75,Dundgovi,542912572.8338554
45.5,108.0,Dundgovi,542912572.8338134
45.5,108.25,Dundgovi,542912572.8338554
45.5,108.5,Dornogovi,283125656.0437257
45.5,108.5,Dundgovi,259786916.79012966
45.5,108.75,Dornogovi,542912572.8338134
45.5,109.0,Dornogovi,542912572.8338554
45.5,109.25,Dornogovi,542912572.8338134
45.5,109.5,Dornogovi,542912572.8338554
45.5,109.75,Dornogovi,542912572.8338554
45.5,110.0,Dornogovi,542912572.8338554
45.5,110.25,Dornogovi,542912572.8338134
45.5,110.5,Dornogovi,542912572.8338134
45.5,110.75,Dornogovi,542912572.8338554
45.5,111.0,Dornogovi,542912572.8338554
45.5,111.25,Dornogovi,542912572.8338554
45.5,111.5,Dornogovi,542912572.8338134
45.5,111.75,Dornogovi,263674833.1264795
45.5,111.75,Sukhbaatar,279237739.7073339
45.5,112.0,Sukhbaatar,542912572.8338554
45.5,112.25,Sukhbaatar,542912572.8338554
45.5,112.5,Sukhbaatar,542912572.8338554
45.5,112.75,Sukhbaatar,542912572.8338134
45.5,113.0,Sukhbaatar,542912572.8338134
45.5,113.25,Sukhbaatar,542912572.8338134
45.5,113.5,Sukhbaatar,542912572.8338974
45.5,113.75,Sukhbaatar,542912572.8338554
45.5,114.0,Sukhbaatar,542912572.8338134
45.5,114.25,Sukhbaatar,542912572.8338134
45.5,114.5,Sukhbaatar,530738754.26215243
45.5,114.75,Sukhbaatar,452817744.61286837
45.5,115.0,Sukhbaatar,530348064.695644
45.5,115.25,Sukhbaatar,511627586.80854416
45.5,115.5,Sukhbaatar,452010925.1698199
45.5,115.75,Sukhbaatar,272292046.87013257
45.5,116.0,Sukhbaatar,9072095.068485867
45.25,90.75,Khovd,55154959.47803089
45.25,91.0,Khovd,366573403.62950104
45.25,91.25,Khovd,491821378.3380254
45.25,91.5,Khovd,530374624.20098644
45.25,91.75,Khovd,545286048.6273237
45.25,92.0,Khovd,545286048.627366
45.25,92.25,Khovd,545286048.6273237
45.25,92.5,Khovd,545286048.627408
45.25,92.75,Khovd,545286048.6273237
45.25,93.0,Khovd,545286048.6273237
45.25,93.25,Govi-Altai,469587662.97299206
45.25,93.25,Khovd,75698385.65437387
45.25,93.5,Govi-Altai,545286048.6273237
45.25,93.75,Govi-Altai,545286048.627366
45.25,94.0,Govi-Altai,545286048.627366
45.25,94.25,Govi-Altai,545286048.627366
45.25,94.5,Govi-Altai,545286048.6273237
45.25,94.75,Govi-Altai,545286048.6273237
45.25,95.0,Govi-Altai,545286048.627366
45.25,95.25,Govi-Altai,545286048.627366
45.25,95.5,Govi-Altai,545286048.627366
45.25,95.75,Govi-Altai,545286048.6273237
45.25,96.0,Govi-Altai,545286048.6273237
45.25,96.25,Govi-Altai,545286048.627366
45.25,96.5,Govi-Altai,545286048.627366
45.25,96.75,Govi-Altai,545286048.627366
45.25,97.0,Govi-Altai,545286048.6273237
45.25,97.25,Govi-Altai,545286048.6273237
45.25,97.5,Govi-Altai,545286048.627366
45.25,97.75,Govi-Altai,545286048.627366
45.25,98.0,Govi-Altai,545286048.627366
45.25,98.25,Bayankhongor,6282403.009374157
45.25,98.25,Govi-Altai,539003645.6179496
45.25,98.5,Bayankhongor,464000245.00274736
45.25,98.5,Govi-Altai,81285803.62457646
45.25,98.75,Bayankhongor,545286048.627366
45.25,99.0,Bayankhongor,545286048.627366
45.25,99.25,Bayankhongor,545286048.627366
45.25,99.5,Bayankhongor,545286048.6273237
45.25,99.75,Bayankhongor,545286048.6273237
45.25,100.0,Bayankhongor,545286048.627366
45.25,100.25,Bayankhongor,545286048.627366
45.25,100.5,Bayankhongor,545286048.627366
45.25,100.75,Bayankhongor,545286048.6273237
45.25,101.0,Bayankhongor,545286048.627366
45.25,101.25,Bayankhongor,27351481.64056412
45.25,101.25,Uvurkhangai,517934566.98675966
45.25,101.5,Uvurkhangai,545286048.627366
45.25,101.75,Uvurkhangai,545286048.627366
45.25,102.0,Uvurkhangai,545286048.6273237
45.25,102.25,Uvurkhangai,545286048.627366
45.25,102.5,Uvurkhangai,545286048.6273237
45.25,102.75,Uvurkhangai,545286048.6273237
45.25,103.0,Uvurkhangai,545286048.627408
45.25,103.25,Uvurkhangai,545286048.627366
45.25,103.5,Uvurkhangai,545286048.6273237
45.25,103.75,Dundgovi,161540144.97518632
45.25,103.75,Umnugovi,40827096.88245775
45.25,103.75,Uvurkhangai,342918806.76967967
45.25,104.0,Dundgovi,418108426.0446925
45.25,104.0,Umnugovi,127177622.58263125
45.25,104.25,Dundgovi,538250000.0234698
45.25,104.25,Umnugovi,7036048.603896155
45.25,104.5,Dundgovi,545286048.627408
45.25,104.75,Dundgovi,545286048.6273237
45.25,105.0,Dundgovi,545286048.6273237
45.25,105.25,Dundgovi,545286048.6273237
45.25,105.5,Dundgovi,545286048.627366
45.25,105.75,Dundgovi,545286048.627408
45.25,106.0,Dundgovi,545286048.6273237
45.25,106.25,Dundgovi,545286048.6273237
45.25,106.5,Dundgovi,545286048.6273237
45.25,106.75,Dundgovi,545286048.627366
45.25,107.0,Dundgovi,545286048.627366
45.25,107.25,Dundgovi,545286048.627366
45.25,107.5,Dundgovi,545286048.6273237
45.25,107.75,Dundgovi,545286048.627366
45.25,108.0,Dundgovi,545286048.6273237
45.25,108.25,Dundgovi,545286048.627366
45.25,108.5,Dornogovi,93692781.41405417
45.25,108.5,Dundgovi,451593267.2133118
45.25,108.75,Dornogovi,542640658.886746
45.25,108.75,Dundgovi,2645389.740577723
45.25,109.0,Dornogovi,545286048.627366
45.25,109.25,Dornogovi,545286048.6273237
45.25,109.5,Dornogovi,545286048.627366
45.25,109.75,Dornogovi,545286048.627366
45.25,110.0,Dornogovi,545286048.627366
45.25,110.25,Dornogovi,545286048.6273237
45.25,110.5,Dornogovi,545286048.6273237
45.25,110.75,Dornogovi,545286048.627366
45.25,111.0,Dornogovi,545286048.627366
45.25,111.25,Dornogovi,545286048.627366
45.25,111.5,Dornogovi,545286048.6273237
45.25,111.75,Dornogovi,542454644.7977885
45.25,111.75,Sukhbaatar,2831403.829535226
45.25,112.0,Dornogovi,77611598.67356719
45.25,112.0,Sukhbaatar,467674449.9537988
45.25,112.25,Sukhbaatar,545286048.627366
45.25,112.5,Sukhbaatar,545286048.627366
45.25,112.75,Sukhbaatar,545286048.6273237
45.25,113.0,Sukhbaatar,545286048.6273237
45.25,113.25,Sukhbaatar,545286048.6273237
45.25,113.5,Sukhbaatar,545286048.627408
45.25,113.75,Sukhbaatar,545286048.627366
45.25,114.0,Sukhbaatar,545286048.6273237
45.25,114.25,Sukhbaatar,544089191.3282335
45.25,114.5,Sukhbaatar,230001124.6878964
45.25,115.0,Sukhbaatar,385148.37847338937
45.0,91.25,Khovd,3103839.3842649944
45.0,91.5,Khovd,53126727.98006122
45.0,91.75,Khovd,114103144.79776476
45.0,92.0,Khovd,101238432.78760102
45.0,92.25,Khovd,211263435.9224365
45.0,92.5,Khovd,245956469.9446202
45.0,92.75,Khovd,195988027.24870136
45.0,93.0,Khovd,235855686.53400958
45.0,93.25,Govi-Altai,212679204.1659273
45.0,93.25,Khovd,71677206.39660321
45.0,93.5,Govi-Altai,373994585.92029095
45.0,93.75,Govi-Altai,522111272.6688339
45.0,94.0,Govi-Altai,547648861.9765937
45.0,94.25,Govi-Altai,547648861.9765937
45.0,94.5,Govi-Altai,547648861.9765514
45.0,94.75,Govi-Altai,547648861.9765514
45.0,95.0,Govi-Altai,547648861.9765937
45.0,95.25,Govi-Altai,547648861.9765937
45.0,95.5,Govi-Altai,547648861.9765937
45.0,95.75,Govi-Altai,547648861.9765514
45.0,96.0,Govi-Altai,547648861.9765514
45.0,96.25,Govi-Altai,547648861.9765937
45.0,96.5,Govi-Altai,547648861.9765937
45.0,96.75,Govi-Altai,547648861.9765937
45.0,97.0,Govi-Altai,547648861.9765514
45.0,97.25,Govi-Altai,547648861.9765514
45.0,97.5,Govi-Altai,547648861.9765937
45.0,97.75,Govi-Altai,547648861.9765937
45.0,98.0,Govi-Altai,547648861.9765937
45.0,98.25,Bayankhongor,252861294.85253266
45.0,98.25,Govi-Altai,294787567.1240187
45.0,98.5,Bayankhongor,547648861.9765514
45.0,98.75,Bayankhongor,547648861.9765937
45.0,99.0,Bayankhongor,547648861.9765937
45.0,99.25,Bayankhongor,547648861.9765937
45.0,99.5,Bayankhongor,547648861.9765514
45.0,99.75,Bayankhongor,547648861.9765514
45.0,100.0,Bayankhongor,547648861.9765937
45.0,100.25,Bayankhongor,547648861.9765937
45.0,100.5,Bayankhongor,547648861.9765937
45.0,100.75,Bayankhongor,547648861.9765514
45.0,101.0,Bayankhongor,547648861.9765937
45.0,101.25,Bayankhongor,272660782.13099825
45.0,101.25,Uvurkhangai,274988079.8455531
45.0,101.5,Bayankhongor,51724811.798286535
45.0,101.5,Uvurkhangai,495924050.1783072
45.0,101.75,Uvurkhangai,547648861.9765937
45.0,102.0,Uvurkhangai,547648861.9765514
45.0,102.25,Uvurkhangai,547648861.9765937
45.0,102.5,Uvurkhangai,547648861.9765514
45.0,102.75,Uvurkhangai,547648861.9765514
45.0,103.0,Uvurkhangai,547648861.9766359
45.0,103.25,Umnugovi,2681462.358517291
45.0,103.25,Uvurkhangai,544967399.6180763
45.0,103.5,Umnugovi,147130701.09553996
45.0,103.5,Uvurkhangai,400518160.88101137
45.0,103.75,Umnugovi,472818050.6620574
45.0,103.75,Uvurkhangai,74830811.31449406
45.0,104.0,Umnugovi,547648861.9765514
45.0,104.25,Dundgovi,392536904.1154665
45.0,104.25,Umnugovi,155111957.86112717
45.0,104.5,Dundgovi,547648861.9766359
45.0,104.75,Dundgovi,547648861.9765514
45.0,105.0,Dundgovi,547648861.9765514
45.0,105.25,Dundgovi,547648861.9765514
45.0,105.5,Dundgovi,547648861.9765937
45.0,105.75,Dundgovi,547648861.9766359
45.0,106.0,Dundgovi,547648861.9765514
45.0,106.25,Dundgovi,547648861.9765514
45.0,106.5,Dundgovi,547648861.9765514
45.0,106.75,Dundgovi,547648861.9765937
45.0,107.0,Dundgovi,547648861.9765937
45.0,107.25,Dundgovi,547648861.9765937
45.0,107.5,Dundgovi,547648861.9765514
45.0,107.75,Dundgovi,547648861.9765937
45.0,108.0,Dornogovi,581671.141063127
45.0,108.0,Dundgovi,547067190.8354883
45.0,108.25,Dornogovi,8359246.320168958
45.0,108.25,Dundgovi,539289615.6564248
45.0,108.5,Dornogovi,365740800.2530459
45.0,108.5,Dundgovi,181908061.72354782
45.0,108.75,Dornogovi,543802602.8912846
45.0,108.75,Dundgovi,3846259.08526679
45.0,109.0,Dornogovi,547648861.9765937
45.0,109.25,Dornogovi,547648861.9765514
45.0,109.5,Dornogovi,547648861.9765937
45.0,109.75,Dornogovi,547648861.9765937
45.0,110.0,Dornogovi,547648861.9765937
45.0,110.25,Dornogovi,547648861.9765514
45.0,110.5,Dornogovi,547648861.9765514
45.0,110.75,Dornogovi,547648861.9765937
45.0,111.0,Dornogovi,547648861.9765937
45.0,111.25,Dornogovi,547648861.9765937
45.0,111.5,Dornogovi,547648861.9765514
45.0,111.75,Dornogovi,385142357.560388
45.0,112.0,Dornogovi,40306277.25899982
45.0,112.0,Sukhbaatar,66719591.629375115
45.0,112.25,Sukhbaatar,127807515.08957751
45.0,112.5,Sukhbaatar,248695343.84753212
45.0,112.75,Sukhbaatar,531202819.93588096
45.0,113.0,Sukhbaatar,547648861.9765514
45.0,113.25,Sukhbaatar,547648861.9765514
45.0,113.5,Sukhbaatar,547648861.9766359
45.0,113.75,Sukhbaatar,547585328.6986209
45.0,114.0,Sukhbaatar,440601844.76832885
45.0,114.25,Sukhbaatar,132459347.9496508
44.75,93.75,Govi-Altai,53047486.79990592
44.75,94.0,Govi-Altai,262501982.52875385
44.75,94.25,Govi-Altai,502125883.0019237
44.75,94.5,Govi-Altai,550000971.576899
44.75,94.75,Govi-Altai,550000971.576899
44.75,95.0,Govi-Altai,550000971.5769416
44.75,95.25,Govi-Altai,550000971.5769416
44.75,95.5,Govi-Altai,550000971.5769416
44.75,95.75,Govi-Altai,550000971.576899
44.75,96.0,Govi-Altai,550000971.576899
44.75,96.25,Govi-Altai,550000971.5769416
44.75,96.5,Govi-Altai,550000971.5769416
44.75,96.75,Govi-Altai,550000971.5769416
44.75,97.0,Govi-Altai,550000971.576899
44.75,97.25,Govi-Altai,550000971.576899
44.75,97.5,Govi-Altai,550000971.5769416
44.75,97.75,Govi-Altai,550000971.5769416
44.75,98.0,Govi-Altai,550000971.5769416
44.75,98.25,Bayankhongor,365528345.7830854
44.75,98.25,Govi-Altai,184472625.79381365
44.75,98.5,Bayankhongor,550000971.576899
44.75,98.75,Bayankhongor,550000971.5769416
44.75,99.0,Bayankhongor,550000971.5769416
44.75,99.25,Bayankhongor,550000971.5769416
44.75,99.5,Bayankhongor,550000971.576899
44.75,99.75,Bayankhongor,550000971.576899
44.75,100.0,Bayankhongor,550000971.5769416
44.75,100.25,Bayankhongor,550000971.5769416
44.75,100.5,Bayankhongor,550000971.5769416
44.75,100.75,Bayankhongor,550000971.576899
44.75,101.0,Bayankhongor,550000971.5769416
44.75,101.25,Bayankhongor,550000971.576899
44.75,101.5,Bayankhongor,399359168.010796
44.75,101.5,Uvurkhangai,150641803.56614554
44.75,101.75,Uvurkhangai,550000971.5769416
44.75,102.0,Uvurkhangai,550000971.576899
44.75,102.25,Uvurkhangai,550000971.5769416
44.75,102.5,Uvurkhangai,550000971.576899
44.75,102.75,Uvurkhangai,550000971.576899
