latitude,longitude,Aimag,weight
47.25,114.0,Sukhbaatar,469414788.48531276
47.25,114.25,Dornod,307075656.87335366
47.25,114.25,Sukhbaatar,218927559.1232254
47.25,114.5,Dornod,501117664.66224545
47.25,114.5,Sukhbaatar,24885551.334333554
47.25,114.75,Dornod,526003215.99666023
47.25,115.0,Dornod,526003215.9966196
47.25,115.25,Dornod,526003215.996579
47.25,115.5,Dornod,526003215.9966196
47.25,115.75,Dornod,526003215.99653834
47.25,116.0,Dornod,526003215.9966196
47.25,116.25,Dornod,526003215.99666023
47.25,116.5,Dornod,526003215.996579
47.25,116.75,Dornod,526003215.9966196
47.25,117.0,Dornod,526003215.99653834
47.25,117.25,Dornod,526003215.9966196
47.25,117.5,Dornod,526003215.9966196
47.25,117.75,Dornod,526003215.9966196
47.25,118.0,Dornod,526003215.9966196
47.25,118.25,Dornod,526003215.99653834
47.25,118.5,Dornod,526003215.9966196
47.25,118.75,Dornod,526003215.9966196
47.25,119.0,Dornod,526003215.9966196
47.25,119.25,Dornod,526003215.9966196
47.25,119.5,Dornod,403777533.1182869
47.25,119.75,Dornod,75709461.35929112
47.0,90.75,Bayan-Ulgii,201042725.47967893
47.0,91.0,Bayan-Ulgii,496961068.6814834
47.0,91.25,Bayan-Ulgii,528450151.3480469
47.0,91.5,Bayan-Ulgii,184305275.19420993
47.0,91.5,Khovd,344144876.15379614
47.0,91.75,Khovd,528450151.3480061
47.0,92.0,Khovd,528450151.3480469
47.0,92.25,Khovd,528450151.3480061
47.0,92.5,Khovd,528450151.3480877
47.0,92.75,Khovd,528450151.3480061
47.0,93.0,Khovd,528450151.3480061
47.0,93.25,Khovd,528450151.3480469
47.0,93.5,Khovd,528450151.3480061
47.0,93.75,Khovd,528450151.3480469
47.0,94.0,Govi-Altai,640835.6199440421
47.0,94.0,Khovd,527809315.72810286
47.0,94.25,Govi-Altai,366833872.1342456
47.0,94.25,Khovd,161616279.2138012
47.0,94.5,Govi-Altai,528450151.3480061
47.0,94.75,Govi-Altai,528450151.3480061
47.0,95.0,Govi-Altai,528450151.3480469
47.0,95.25,Govi-Altai,528450151.3480469
47.0,95.5,Govi-Altai,528450151.3480469
47.0,95.75,Govi-Altai,528450151.3480061
47.0,96.0,Govi-Altai,528450151.3480061
47.0,96.25,Govi-Altai,351951674.259746
47.0,96.25,Zavkhan,176498477.08830085
47.0,96.5,Govi-Altai,32392801.203634147
47.0,96.5,Zavkhan,496057350.14441276
47.0,96.75,Govi-Altai,46373523.25450403
47.0,96.75,Zavkhan,482076628.09354293
47.0,97.0,Zavkhan,528450151.3480061
47.0,97.25,Zavkhan,528450151.3480061
47.0,97.5,Zavkhan,528450151.3480469
47.0,97.75,Bayankhongor,180818012.2924989
47.0,97.75,Zavkhan,347632139.055548
47.0,98.0,Bayankhongor,528450151.3480469
47.0,98.25,Bayankhongor,528450151.3480061
47.0,98.5,Bayankhongor,528450151.3480061
47.0,98.75,Bayankhongor,528450151.3480469
47.0,99.0,Bayankhongor,528450151.3480469
47.0,99.25,Bayankhongor,528450151.3480469
47.0,99.5,Bayankhongor,528450151.3480061
47.0,99.75,Bayankhongor,528450151.3480061
47.0,100.0,Arkhangai,58688997.35901563
47.0,100.0,Bayankhongor,469761153.9890313
47.0,100.25,Arkhangai,1052358.2801059766
47.0,100.25,Bayankhongor,527397793.0679409
47.0,100.5,Arkhangai,276759000.77409685
47.0,100.5,Bayankhongor,251691150.57394993
47.0,100.75,Arkhangai,521569582.62402934
47.0,100.75,Bayankhongor,6880568.723976806
47.0,101.0,Arkhangai,528450151.3480469
47.0,101.25,Arkhangai,528450151.3480061
47.0,101.5,Arkhangai,528450151.3480469
47.0,101.75,Arkhangai,521275875.1697455
47.0,101.75,Uvurkhangai,7174276.178301422
47.0,102.0,Arkhangai,318384052.1546465
47.0,102.0,Uvurkhangai,210066099.1933596
47.0,102.25,Arkhangai,233671350.8475533
47.0,102.25,Uvurkhangai,294778800.5004935
47.0,102.5,Arkhangai,262703054.27665237
47.0,102.5,Uvurkhangai,265747097.0713537
47.0,102.75,Uvurkhangai,528450151.3480061
47.0,103.0,Uvurkhangai,528450151.3480877
47.0,103.25,Uvurkhangai,528450151.3480469
47.0,103.5,Uvurkhangai,528450151.3480061
47.0,103.75,Uvurkhangai,528450151.3480061
47.0,104.0,Uvurkhangai,528450151.3480061
47.0,104.25,Tuv,126524127.12357906
47.0,104.25,Uvurkhangai,401926024.2244679
47.0,104.5,Tuv,528450151.3480877
47.0,104.75,Tuv,528450151.3480061
47.0,105.0,Tuv,528450151.3480061
47.0,105.25,Tuv,528450151.3480061
47.0,105.5,Tuv,528450151.3480469
47.0,105.75,Tuv,528450151.3480877
47.0,106.0,Tuv,528450151.3480061
47.0,106.25,Tuv,528450151.3480061
47.0,106.5,Tuv,528450151.3480061
47.0,106.75,Tuv,528450151.3480469
47.0,107.0,Tuv,528450151.3480469
47.0,107.25,Tuv,528450151.3480469
47.0,107.5,Tuv,528450151.3480061
47.0,107.75,Tuv,528450151.3480469
47.0,108.0,Tuv,528450151.3480061
47.0,108.25,Tuv,528450151.3480469
47.0,108.5,Tuv,528450151.3480469
47.0,108.75,Govisumber,71933314.18634288
47.0,108.75,Khentii,217741789.87081853
47.0,108.75,Tuv,238775047.29084465
47.0,109.0,Govisumber,8323874.057898047
47.0,109.0,Khentii,520126277.29014885
47.0,109.25,Khentii,528450151.3480061
47.0,109.5,Khentii,528450151.3480469
47.0,109.75,Khentii,528450151.3480469
47.0,110.0,Khentii,528450151.3480469
47.0,110.25,Khentii,528450151.3480061
47.0,110.5,Khentii,528450151.3480061
47.0,110.75,Khentii,528450151.3480469
47.0,111.0,Khentii,528450151.3480469
47.0,111.25,Khentii,528450151.3480469
47.0,111.5,Khentii,105622736.22855504
47.0,111.5,Sukhbaatar,422827415.119451
47.0,111.75,Sukhbaatar,528450151.3480061
47.0,112.0,Sukhbaatar,528450151.3480469
47.0,112.25,Sukhbaatar,528450151.3480469
47.0,112.5,Sukhbaatar,528450151.3480469
47.0,112.75,Sukhbaatar,528450151.3480061
47.0,113.0,Sukhbaatar,528450151.3480061
47.0,113.25,Sukhbaatar,528450151.3480061
47.0,113.5,Sukhbaatar,528450151.3480877
47.0,113.75,Sukhbaatar,528450151.3480469
47.0,114.0,Sukhbaatar,528450151.3480061
47.0,114.25,Sukhbaatar,528450151.3480061
47.0,114.5,Dornod,406783793.80753016
47.0,114.5,Sukhbaatar,121666357.54047595
47.0,114.75,Dornod,528450151.3480877
47.0,115.0,Dornod,528450151.3480469
47.0,115.25,Dornod,528450151.3480061
47.0,115.5,Dornod,528450151.3480469
47.0,115.75,Dornod,528450151.3479653
47.0,116.0,Dornod,528450151.3480469
47.0,116.25,Dornod,528450151.3480877
47.0,116.5,Dornod,528450151.3480061
47.0,116.75,Dornod,528450151.3480469
47.0,117.0,Dornod,528450151.3479653
47.0,117.25,Dornod,528450151.3480469
47.0,117.5,Dornod,528450151.3480469
47.0,117.75,Dornod,528450151.3480469
47.0,118.0,Dornod,528450151.3480469
47.0,118.25,Dornod,528450151.3479653
47.0,118.5,Dornod,528450151.3480469
47.0,118.75,Dornod,528450151.3480469
47.0,119.0,Dornod,528450151.3480469
47.0,119.25,Dornod,528450151.3480469
47.0,119.5,Dornod,528450151.3480469
47.0,119.75,Dornod,409264149.32576674
47.0,120.0,Dornod,9853912.430331435
46.75,91.0,Bayan-Ulgii,194237592.83933312
46.75,91.0,Khovd,70450122.60842426
46.75,91.25,Bayan-Ulgii,452590517.48982924
46.75,91.25,Khovd,78296202.90258965
46.75,91.5,Bayan-Ulgii,518431260.0354199
46.75,91.5,Khovd,12455460.356958065
46.75,91.75,Bayan-Ulgii,322359832.55138665
46.75,91.75,Khovd,208526887.84099126
46.75,92.0,Bayan-Ulgii,18950216.795537017
46.75,92.0,Khovd,511936503.5968819
46.75,92.25,Khovd,530886720.3923779
46.75,92.5,Khovd,530886720.3924599
46.75,92.75,Khovd,530886720.3923779
46.75,93.0,Khovd,530886720.3923779
46.75,93.25,Khovd,530886720.3924189
46.75,93.5,Govi-Altai,4810873.689039206
46.75,93.5,Khovd,526075846.7033387
46.75,93.75,Govi-Altai,3528247.458173536
46.75,93.75,Khovd,527358472.9342454
46.75,94.0,Govi-Altai,182788291.27115434
46.75,94.0,Khovd,348098429.1212645
46.75,94.25,Govi-Altai,272289547.65043175
46.75,94.25,Khovd,258597172.7419872
46.75,94.5,Govi-Altai,525310466.794774
46.75,94.5,Khovd,5576253.597603898
46.75,94.75,Govi-Altai,530886720.3923779
46.75,95.0,Govi-Altai,530886720.3924189
46.75,95.25,Govi-Altai,530886720.3924189
46.75,95.5,Govi-Altai,530886720.3924189
46.75,95.75,Govi-Altai,530886720.3923779
46.75,96.0,Govi-Altai,530886720.3923779
46.75,96.25,Govi-Altai,514352919.7256822
46.75,96.25,Zavkhan,16533800.66673673
46.75,96.5,Govi-Altai,514213766.9848894
46.75,96.5,Zavkhan,16672953.407529522
46.75,96.75,Govi-Altai,449891058.7611914
46.75,96.75,Zavkhan,80995661.63122745
46.75,97.0,Govi-Altai,36117050.05762859
46.75,97.0,Zavkhan,494769670.33474934
46.75,97.25,Govi-Altai,28856025.558610085
46.75,97.25,Zavkhan,502030694.8337678
46.75,97.5,Bayankhongor,4098989.3946541953
46.75,97.5,Govi-Altai,24905240.27081205
46.75,97.5,Zavkhan,501882490.72695273
46.75,97.75,Bayankhongor,398116368.9529283
46.75,97.75,Zavkhan,132770351.43949063
46.75,98.0,Bayankhongor,530886720.3924189
46.75,98.25,Bayankhongor,530886720.3923779
46.75,98.5,Bayankhongor,530886720.3923779
46.75,98.75,Bayankhongor,530886720.3924189
46.75,99.0,Bayankhongor,530886720.3924189
46.75,99.25,Bayankhongor,530886720.3924189
46.75,99.5,Bayankhongor,530886720.3923779
46.75,99.75,Bayankhongor,530886720.3923779
46.75,100.0,Bayankhongor,530886720.3924189
46.75,100.25,Bayankhongor,530886720.3924189
46.75,100.5,Bayankhongor,530886720.3924189
46.75,100.75,Arkhangai,67008188.82809514
46.75,100.75,Bayankhongor,463878531.56428283
46.75,101.0,Arkhangai,95717920.02501242
46.75,101.0,Bayankhongor,435168800.3674065
46.75,101.25,Arkhangai,86404898.07787967
46.75,101.25,Bayankhongor,401913448.3992904
46.75,101.25,Uvurkhangai,42568373.9152078
46.75,101.5,Arkhangai,55843567.06490125
46.75,101.5,Bayankhongor,28199605.774126016
46.75,101.5,Uvurkhangai,446843547.5533917
46.75,101.75,Arkhangai,27581320.555233706
46.75,101.75,Uvurkhangai,503305399.8371852
46.75,102.0,Uvurkhangai,530886720.3923779
46.75,102.25,Uvurkhangai,530886720.3924189
46.75,102.5,Uvurkhangai,530886720.3923779
46.75,102.75,Uvurkhangai,530886720.3923779
46.75,103.0,Uvurkhangai,530886720.3924599
46.75,103.25,Uvurkhangai,530886720.3924189
46.75,103.5,Uvurkhangai,530886720.3923779
46.75,103.75,Uvurkhangai,530886720.3923779
46.75,104.0,Uvurkhangai,530886720.3923779
46.75,104.25,Tuv,104941707.88022448
46.75,104.25,Uvurkhangai,425945012.5121944
46.75,104.5,Tuv,521835461.29815024
46.75,104.5,Uvurkhangai,9051259.094309717
46.75,104.75,Tuv,530886720.3923779
46.75,105.0,Tuv,530886720.3923779
46.75,105.25,Tuv,530886720.3923779
46.75,105.5,Dundgovi,11384609.176227186
46.75,105.5,Tuv,519502111.2161917
46.75,105.75,Dundgovi,202147442.81111357
46.75,105.75,Tuv,328739277.58134633
46.75,106.0,Dundgovi,56615628.721303135
46.75,106.0,Tuv,474271091.6710748
46.75,106.25,Tuv,530886720.3923779
46.75,106.5,Tuv,530886720.3923779
46.75,106.75,Tuv,530886720.3924189
46.75,107.0,Tuv,530886720.3924189
46.75,107.25,Tuv,530886720.3924189
46.75,107.5,Tuv,530886720.3923779
46.75,107.75,Dundgovi,34533340.405894056
46.75,107.75,Tuv,496353379.9865248
46.75,108.0,Dundgovi,223446112.51550508
46.75,108.0,Govisumber,124121517.20088716
46.75,108.0,Tuv,183319090.67598566
46.75,108.25,Dundgovi,17507905.549087428
46.75,108.25,Govisumber,361657948.8415032
46.75,108.25,Tuv,151720866.0018283
46.75,108.5,Govisumber,363153158.1638964
46.75,108.5,Tuv,167733562.22852248
46.75,108.75,Govisumber,506780745.8848936
46.75,108.75,Tuv,24105974.50748432
46.75,109.0,Govisumber,213072693.4366169
46.75,109.0,Khentii,317814026.955802
46.75,109.25,Khentii,530886720.3923779
46.75,109.5,Khentii,530886720.3924189
46.75,109.75,Khentii,530886720.3924189
46.75,110.0,Khentii,530886720.3924189
46.75,110.25,Khentii,530886720.3923779
46.75,110.5,Khentii,530886720.3923779
46.75,110.75,Khentii,530886720.3924189
46.75,111.0,Khentii,530886720.3924189
46.75,111.25,Khentii,413006656.24312973
46.75,111.25,Sukhbaatar,117880064.14928919
46.75,111.5,Khentii,7057022.159947284
46.75,111.5,Sukhbaatar,523829698.23243064
46.75,111.75,Sukhbaatar,530886720.3923779
46.75,112.0,Sukhbaatar,530886720.3924189
46.75,112.25,Sukhbaatar,530886720.3924189
46.75,112.5,Sukhbaatar,530886720.3924189
46.75,112.75,Sukhbaatar,530886720.3923779
46.75,113.0,Sukhbaatar,530886720.3923779
46.75,113.25,Sukhbaatar,530886720.3923779
46.75,113.5,Sukhbaatar,530886720.3924599
46.75,113.75,Sukhbaatar,530886720.3924189
46.75,114.0,Sukhbaatar,530886720.3923779
46.75,114.25,Sukhbaatar,530886720.3923779
46.75,114.5,Dornod,176157972.0508
46.75,114.5,Sukhbaatar,354728748.34157795
46.75,114.75,Dornod,466569930.481967
46.75,114.75,Sukhbaatar,64316789.91049298
46.75,115.0,Dornod,530886720.3924189
46.75,115.25,Dornod,530886720.3923779
46.75,115.5,Dornod,530886720.3924189
46.75,115.75,Dornod,530886720.3923369
46.75,116.0,Dornod,530886720.3924189
46.75,116.25,Dornod,530886720.3924599
46.75,116.5,Dornod,530886720.3923779
46.75,116.75,Dornod,530886720.3924189
46.75,117.0,Dornod,530886720.3923369
46.75,117.25,Dornod,530886720.3924189
46.75,117.5,Dornod,530886720.3924189
46.75,117.75,Dornod,530886720.3924189
46.75,118.0,Dornod,508049328.43815297
46.75,118.25,Dornod,347279024.04827327
46.75,118.5,Dornod,357734647.40620565
46.75,118.75,Dornod,334513453.10212356
46.75,119.0,Dornod,339014102.7273502
46.75,119.25,Dornod,503607684.55246514
46.75,119.5,Dornod,520346272.40644896
46.75,119.75,Dornod,498020608.15822
46.75,120.0,Dornod,72850396.27744822
46.5,91.0,Khovd,216598532.0529118
46.5,91.25,Bayan-Ulgii,28390710.045151696
46.5,91.25,Khovd,504922170.0300335
46.5,91.5,Bayan-Ulgii,110322510.99841534
46.5,91.5,Khovd,422990369.07672864
46.5,91.75,Bayan-Ulgii,15039845.078873008
46.5,91.75,Khovd,518273034.9962711
46.5,92.0,Khovd,533312880.07518524
46.5,92.25,Khovd,533312880.07514405
46.5,92.5,Khovd,533312880.0752264
46.5,92.75,Khovd,533312880.07514405
46.5,93.0,Khovd,533312880.07514405
46.5,93.25,Khovd,533312880.07518524
46.5,93.5,Govi-Altai,77867331.70267318
46.5,93.5,Khovd,455445548.37247086
46.5,93.75,Govi-Altai,469215058.48340815
46.5,93.75,Khovd,64097821.5917771
46.5,94.0,Govi-Altai,533312880.07518524
46.5,94.25,Govi-Altai,533312880.07518524
46.5,94.5,Govi-Altai,533312880.07514405
46.5,94.75,Govi-Altai,533312880.07514405
46.5,95.0,Govi-Altai,533312880.07518524
46.5,95.25,Govi-Altai,533312880.07518524
46.5,95.5,Govi-Altai,533312880.07518524
46.5,95.75,Govi-Altai,533312880.07514405
46.5,96.0,Govi-Altai,533312880.07514405
46.5,96.25,Govi-Altai,533312880.07518524
46.5,96.5,Govi-Altai,533312880.07518524
46.5,96.75,Govi-Altai,533312880.07518524
46.5,97.0,Govi-Altai,471765802.42744476
46.5,97.0,Zavkhan,61547077.64769933
46.5,97.25,Govi-Altai,486789994.4428116
46.5,97.25,Zavkhan,46522885.63233243
46.5,97.5,Bayankhongor,19799169.684877895
46.5,97.5,Govi-Altai,492339431.9063319
46.5,97.5,Zavkhan,21174278.483975474
46.5,97.75,Bayankhongor,481858399.9138631
46.5,97.75,Govi-Altai,51454480.16132209
46.5,98.0,Bayankhongor,533312880.07518524
46.5,98.25,Bayankhongor,533312880.07514405
46.5,98.5,Bayankhongor,533312880.07514405
46.5,98.75,Bayankhongor,533312880.07518524
46.5,99.0,Bayankhongor,533312880.07518524
46.5,99.25,Bayankhongor,533312880.07518524
46.5,99.5,Bayankhongor,533312880.07514405
46.5,99.75,Bayankhongor,533312880.07514405
46.5,100.0,Bayankhongor,533312880.07518524
46.5,100.25,Bayankhongor,533312880.07518524
46.5,100.5,Bayankhongor,533312880.07518524
46.5,100.75,Bayankhongor,533312880.07514405
46.5,101.0,Bayankhongor,533312880.07518524
46.5,101.25,Bayankhongor,533312880.07514405
46.5,101.5,Bayankhongor,265312334.93930477
46.5,101.5,Uvurkhangai,268000545.13588047
46.5,101.75,Uvurkhangai,533312880.07518524
46.5,102.0,Uvurkhangai,533312880.07514405
46.5,102.25,Uvurkhangai,533312880.07518524
46.5,102.5,Uvurkhangai,533312880.07514405
46.5,102.75,Uvurkhangai,533312880.07514405
46.5,103.0,Uvurkhangai,533312880.0752264
46.5,103.25,Uvurkhangai,533312880.07518524
46.5,103.5,Uvurkhangai,533312880.07514405
46.5,103.75,Uvurkhangai,533312880.07514405
46.5,104.0,Uvurkhangai,533312880.07514405
46.5,104.25,Uvurkhangai,533312880.07518524
46.5,104.5,Tuv,301099701.6645701
46.5,104.5,Uvurkhangai,232213178.41065627
46.5,104.75,Dundgovi,133772044.80434094
46.5,104.75,Tuv,395683016.8295237
46.5,104.75,Uvurkhangai,3857818.4412793624
46.5,105.0,Dundgovi,401408457.10329026
46.5,105.0,Tuv,131904422.97185376
46.5,105.25,Dundgovi,291719315.1119191
46.5,105.25,Tuv,241593564.9632249
46.5,105.5,Dundgovi,374805480.8942804
46.5,105.5,Tuv,158507399.18090492
46.5,105.75,Dundgovi,533312880.0752264
46.5,106.0,Dundgovi,532315407.1590797
46.5,106.0,Tuv,997472.9160643925
46.5,106.25,Dundgovi,434147938.4176154
46.5,106.25,Tuv,99164941.65752865
46.5,106.5,Dundgovi,423364449.75411505
46.5,106.5,Tuv,109948430.32102904
46.5,106.75,Dundgovi,401327043.8920308
46.5,106.75,Tuv,131985836.1831544
46.5,107.0,Dundgovi,184670964.5625517
46.5,107.0,Tuv,348641915.51263344
46.5,107.25,Dundgovi,77968153.73202564
46.5,107.25,Tuv,455344726.3431595
46.5,107.5,Dundgovi,184377907.5667175
46.5,107.5,Tuv,348934972.5084265
46.5,107.75,Dundgovi,419613467.1043927
46.5,107.75,Tuv,113699412.97079253
46.5,108.0,Dundgovi,531762189.6331202
46.5,108.0,Govisumber,1550690.4420239013
46.5,108.25,Dundgovi,58732988.17796079
46.5,108.25,Govisumber,474579891.8972244
46.5,108.5,Govisumber,533312880.07518524
46.5,108.75,Govisumber,533312880.07514405
46.5,109.0,Dornogovi,87106838.70480783
46.5,109.0,Govisumber,175546585.4520826
46.5,109.0,Khentii,270659455.9182948
46.5,109.25,Khentii,533312880.07514405
46.5,109.5,Khentii,533312880.07518524
46.5,109.75,Khentii,533312880.07518524
46.5,110.0,Dornogovi,265673435.05636114
46.5,110.0,Khentii,267639445.01882413
46.5,110.25,Dornogovi,242944756.16602692
46.5,110.25,Khentii,290368123.90911716
46.5,110.5,Dornogovi,564665.1763356935
46.5,110.5,Khentii,532748214.89880836
46.5,110.75,Khentii,533312880.07518524
46.5,111.0,Khentii,533312880.07518524
46.5,111.25,Khentii,258452106.42472014
46.5,111.25,Sukhbaatar,274860773.6504651
46.5,111.5,Sukhbaatar,533312880.07514405
46.5,111.75,Sukhbaatar,533312880.07514405
46.5,112.0,Sukhbaatar,533312880.07518524
46.5,112.25,Sukhbaatar,533312880.07518524
46.5,112.5,Sukhbaatar,533312880.07518524
46.5,112.75,Sukhbaatar,533312880.07514405
46.5,113.0,Sukhbaatar,533312880.07514405
46.5,113.25,Sukhbaatar,533312880.07514405
46.5,113.5,Sukhbaatar,533312880.0752264
46.5,113.75,Sukhbaatar,533312880.07518524
46.5,114.0,Sukhbaatar,533312880.07514405
46.5,114.25,Sukhbaatar,533312880.07514405
46.5,114.5,Sukhbaatar,533312880.07514405
46.5,114.75,Dornod,51904589.77875287
46.5,114.75,Sukhbaatar,481408290.29647356
46.5,115.0,Dornod,225305136.58720848
46.5,115.0,Sukhbaatar,308007743.48797673
46.5,115.25,Dornod,170421465.8604488
46.5,115.25,Sukhbaatar,362891414.2146952
46.5,115.5,Dornod,164447417.0509986
46.5,115.5,Sukhbaatar,368865463.0241866
46.5,115.75,Dornod,90862031.47058168
46.5,115.75,Sukhbaatar,442450848.6045212
46.5,116.0,Dornod,71795119.04480524
46.5,116.0,Sukhbaatar,461517761.03038
46.5,116.25,Dornod,127533793.91029623
46.5,116.25,Sukhbaatar,405779086.16493016
46.5,116.5,Dornod,507014865.38630724
46.5,116.5,Sukhbaatar,26298014.6888368
46.5,116.75,Dornod,530980991.03494114
46.5,117.0,Dornod,532974260.0111325
46.5,117.25,Dornod,532425775.9400129
46.5,117.5,Dornod,120452763.97522405
46.5,117.75,Dornod,196492563.40042257
46.5,118.0,Dornod,18514276.494833823
46.5,119.25,Dornod,10488616.099251611
46.5,119.5,Dornod,6184074.002168868
46.5,119.75,Dornod,17492288.989987392
46.25,91.0,Khovd,379816122.92229664
46.25,91.25,Khovd,535728587.5913587
46.25,91.5,Khovd,535728587.59131736
46.25,91.75,Khovd,535728587.59131736
46.25,92.0,Khovd,535728587.5913587
46.25,92.25,Khovd,535728587.59131736
46.25,92.5,Khovd,535728587.5914001
46.25,92.75,Khovd,535728587.59131736
46.25,93.0,Khovd,535728587.59131736
46.25,93.25,Khovd,535728587.5913587
46.25,93.5,Govi-Altai,187490000.59865862
46.25,93.5,Khovd,348238586.9926588
46.25,93.75,Govi-Altai,535728587.5913587
46.25,94.0,Govi-Altai,535728587.5913587
46.25,94.25,Govi-Altai,535728587.5913587
46.25,94.5,Govi-Altai,535728587.59131736
46.25,94.75,Govi-Altai,535728587.59131736
46.25,95.0,Govi-Altai,535728587.5913587
46.25,95.25,Govi-Altai,535728587.5913587
46.25,95.5,Govi-Altai,535728587.5913587
46.25,95.75,Govi-Altai,535728587.59131736
46.25,96.0,Govi-Altai,535728587.59131736
46.25,96.25,Govi-Altai,535728587.5913587
46.25,96.5,Govi-Altai,535728587.5913587
46.25,96.75,Govi-Altai,535728587.5913587
46.25,97.0,Govi-Altai,535728587.59131736
46.25,97.25,Govi-Altai,535728587.59131736
46.25,97.5,Govi-Altai,535728587.5913587
46.25,97.75,Bayankhongor,167506684.16496038
46.25,97.75,Govi-Altai,368221903.42639834
46.25,98.0,Bayankhongor,487066225.3135438
46.25,98.0,Govi-Altai,48662362.27781492
46.25,98.25,Bayankhongor,535728587.59131736
46.25,98.5,Bayankhongor,535728587.59131736
46.25,98.75,Bayankhongor,535728587.5913587
46.25,99.0,Bayankhongor,535728587.5913587
46.25,99.25,Bayankhongor,535728587.5913587
46.25,99.5,Bayankhongor,535728587.59131736
46.25,99.75,Bayankhongor,535728587.59131736
46.25,100.0,Bayankhongor,535728587.5913587
46.25,100.25,Bayankhongor,535728587.5913587
46.25,100.5,Bayankhongor,535728587.5913587
46.25,100.75,Bayankhongor,535728587.59131736
46.25,101.0,Bayankhongor,535728587.5913587
46.25,101.25,Bayankhongor,535728587.59131736
46.25,101.5,Bayankhongor,241069336.1421047
46.25,101.5,Uvurkhangai,294659251.44925404
46.25,101.75,Uvurkhangai,535728587.5913587
46.25,102.0,Uvurkhangai,535728587.59131736
46.25,102.25,Uvurkhangai,535728587.5913587
46.25,102.5,Uvurkhangai,535728587.59131736
46.25,102.75,Uvurkhangai,535728587.59131736
46.25,103.0,Uvurkhangai,535728587.5914001
46.25,103.25,Uvurkhangai,535728587.5913587
46.25,103.5,Uvurkhangai,535728587.59131736
46.25,103.75,Uvurkhangai,535728587.59131736
46.25,104.0,Uvurkhangai,535728587.59131736
46.25,104.25,Dundgovi,8.470976501267407
46.25,104.25,Uvurkhangai,535728579.12038225
46.25,104.5,Dundgovi,43693389.185681544
46.25,104.5,Uvurkhangai,492035198.4057185
46.25,104.75,Dundgovi,519201387.92936337
46.25,104.75,Uvurkhangai,16527199.661953952
46.25,105.0,Dundgovi,535728587.59131736
46.25,105.25,Dundgovi,535728587.59131736
46.25,105.5,Dundgovi,535728587.5913587
46.25,105.75,Dundgovi,535728587.5914001
46.25,106.0,Dundgovi,535728587.59131736
46.25,106.25,Dundgovi,535728587.59131736
46.25,106.5,Dundgovi,535728587.59131736
46.25,106.75,Dundgovi,535728587.5913587
46.25,107.0,Dundgovi,535728587.5913587
46.25,107.25,Dundgovi,535728587.5913587
46.25,107.5,Dundgovi,535728587.59131736
46.25,107.75,Dundgovi,535728587.5913587
46.25,108.0,Dundgovi,532862861.7059347
46.25,108.0,Govisumber,2865725.885382665
46.25,108.25,Dundgovi,66512148.57378625
46.25,108.25,Govisumber,469216439.01757246
46.25,108.5,Govisumber,535728587.5913587
46.25,108.75,Dornogovi,234614027.0878774
46.25,108.75,Govisumber,301114560.50344
46.25,109.0,Dornogovi,532415765.03665906
46.25,109.0,Govisumber,2800968.9143951586
46.25,109.0,Khentii,511853.6403045074
46.25,109.25,Dornogovi,203787688.18265057
46.25,109.25,Khentii,331940899.40866673
46.25,109.5,Dornogovi,77807947.66848741
46.25,109.5,Khentii,457920639.9228713
46.25,109.75,Dornogovi,163957547.56530938
46.25,109.75,Khentii,371771040.02604944
46.25,110.0,Dornogovi,491501823.1028411
46.25,110.0,Khentii,44226764.488517635
46.25,110.25,Dornogovi,535728587.59131736
46.25,110.5,Dornogovi,230442249.94164237
46.25,110.5,Khentii,305286337.649675
46.25,110.75,Khentii,535728587.5913587
46.25,111.0,Dornogovi,27540576.909391224
46.25,111.0,Khentii,508188010.6819675
46.25,111.25,Dornogovi,169636862.1810996
46.25,111.25,Khentii,111614870.18669039
46.25,111.25,Sukhbaatar,254476855.22356874
46.25,111.5,Dornogovi,20575445.615790054
46.25,111.5,Sukhbaatar,515153141.9755273
46.25,111.75,Sukhbaatar,535728587.59131736
46.25,112.0,Sukhbaatar,535728587.5913587
46.25,112.25,Sukhbaatar,535728587.5913587
46.25,112.5,Sukhbaatar,535728587.5913587
46.25,112.75,Sukhbaatar,535728587.59131736
46.25,113.0,Sukhbaatar,535728587.59131736
46.25,113.25,Sukhbaatar,535728587.59131736
46.25,113.5,Sukhbaatar,535728587.5914001
46.25,113.75,Sukhbaatar,535728587.5913587
46.25,114.0,Sukhbaatar,535728587.59131736
46.25,114.25,Sukhbaatar,535728587.59131736
46.25,114.5,Sukhbaatar,535728587.59131736
46.25,114.75,Sukhbaatar,535728587.5914001
46.25,115.0,Sukhbaatar,535728587.5913587
46.25,115.25,Sukhbaatar,535728587.59131736
46.25,115.5,Sukhbaatar,535728587.5913587
46.25,115.75,Sukhbaatar,535728587.591276
46.25,116.0,Sukhbaatar,535728587.5913587
46.25,116.25,Sukhbaatar,535728587.5914001
46.25,116.5,Dornod,126343839.57720721
46.25,116.5,Sukhbaatar,241534966.41747236
46.25,116.75,Dornod,72396837.75984558
46.25,117.0,Dornod,23160634.41301617
46.25,117.25,Dornod,27650805.030575346
46.0,90.75,Khovd,5919074.397768412
46.0,91.0,Khovd,342691519.70192224
46.0,91.25,Khovd,538133800.3853583
46.0,91.5,Khovd,538133800.3853167
46.0,91.75,Khovd,538133800.3853167
46.0,92.0,Khovd,538133800.3853583
