Aimag,Year,Mort_hor,Mort_cat,Mort_cam,Mort_sheep,Mort_goat,All_SFU,All,SPEI_PrevSummer,SPEI_PrevSummer_point,Temp_Winter,Temp_Winter_Z_study,Temp_Winter_Z_climate
Arkhangai,2011,0.01631820499745028,0.02814569536423841,0.0,0.0360075329566855,0.03377110694183865,0.02784138434811571,0.02284850805204257,-0.2595964663670961,-0.25098919676031806,-20.984811552071257,-1.1081543414494952,-0.9105848229300348
Arkhangai,2012,0.01463191586648377,0.02768681155105687,0.0,0.01891301379216168,0.02022401991288115,0.020983549712910367,0.016291152224516693,-0.019831910376018128,-0.0209847779235992,-22.167534703384188,-1.7809216249905924,-1.5613751714641355
Arkhangai,2013,0.05155071248952222,0.04877391538668822,0.0,0.06022441035035494,0.05785598163909342,0.0537689883357637,0.04368100397313176,-0.10137864821228851,-0.09618602858091492,-21.620606438907554,-1.469812941292867,-1.2604293115080012
Arkhangai,2014,0.03392990305741984,0.02645131086142322,0.0,0.02134663854739982,0.02845025622901573,0.02726210111731693,0.02203562173905172,-0.4570544716893716,-0.45578341151702734,-18.166963676170045,0.4947193816171803,0.6399286672625829
Arkhangai,2015,0.02171767028627838,0.02089136490250696,0.0,0.02350302758466024,0.02460191082802548,0.02226048326438511,0.018142794720294213,-0.40413165461791606,-0.4150888148266958,-16.870921174979483,1.2319460030051665,1.3530726943567553
Arkhangai,2016,0.0256014805675509,0.0782800441014333,0.0,0.02675873974967631,0.02707382339052416,0.045181231556867076,0.03154281756183693,-0.41337999567733635,-0.407645995325623,-19.300389494719308,-0.15000614708685492,0.016264048308946715
Arkhangai,2017,0.02130044843049327,0.02426015141087405,0.0,0.02451274362818591,0.0302360407901305,0.02432851151159122,0.020061876851936743,0.9122850878985445,0.9087702826427121,-17.79020792643227,0.7090289958563187,0.8472375420503054
Arkhangai,2018,0.0834426659669378,0.09351145038167939,0.07142857142857144,0.04713366841235809,0.06590497422321304,0.07512334120021238,0.07228426608255197,-2.198568842819768,-2.1988883461015254,-19.27494937284491,-0.13553506679440216,0.030262409432604095
Arkhangai,2019,0.01083509513742072,0.01159047005795235,0.0,0.01183848682004158,0.01140532248382579,0.011442390889396444,0.009133874899848089,-0.22570579514139125,-0.21864196313764003,-21.02082568510077,-1.1286402264348845,-0.9304015062852334
Arkhangai,2020,0.0596384127729514,0.04534572595409098,0.07142857142857144,0.07054466624514498,0.07310934207445563,0.05931815628985048,0.06401334369504288,-0.5955869854141747,-0.5878304969907259,-17.14971639374154,1.0733591842872097,1.1996663478365341
Arkhangai,2021,0.0224342444559051,0.03608247422680412,0.07692307692307693,0.03057060437627524,0.03471429530651984,0.031137531460447964,0.040144939057716246,-0.7867016778864396,-0.780794608458336,-17.587389562159387,0.8243979728080632,0.9588378213107073
Arkhangai,2022,0.008887821282728801,0.009692605926336193,0.0,0.01342373343327314,0.01560188298587761,0.011117857266766125,0.00952120872564315,0.697111851812264,0.6857155684540625,-17.756354890046275,0.7282855862965595,0.8658650875787098
Arkhangai,2023,0.09914529914529914,0.1084100675260896,0.05882352941176471,0.1115121951219512,0.1339314951863252,0.10950651746217131,0.10236451727828597,-1.193377119551849,-1.200033259682357,-18.315484063419273,0.41023667121346935,0.558205709125636
Arkhangai,2024,0.1264214046822743,0.2072874493927125,0.06666666666666667,0.2390886287625418,0.1668643732700672,0.18707099221886087,0.1612657045548525,0.24500042981210862,0.23467858654125778,-20.5987185537079,-0.8885334289690002,-0.6981381512871092
Bayan-Ulgii,1992,0.02173913043478261,0.03541666666666667,0.03370786516853932,0.02782905012068721,0.02201371346084446,0.02785023380029578,0.028141285170304054,0.26883171309246223,0.18721655584169825,-20.863839617642466,1.124661715492078,1.1335346247993185
Bayan-Ulgii,1993,0.05882352941176471,0.1257275902211874,0.02631578947368421,0.03453403833443489,0.03687150837988827,0.06592646230589749,0.0564544911641919,-0.25007077388910054,-0.23396857246855143,-21.11855493025344,0.9429079110885544,0.947559413662238
Bayan-Ulgii,1994,0.008025682182985555,0.02070645554202193,0.01388888888888889,0.01108925058129136,0.01425661914460285,0.01351638400393529,0.013593379267958117,1.7783171284259782,1.7538093356272308,-22.794999648585442,-0.25333036098739453,-0.27646264161017475
Bayan-Ulgii,1995,0.007122507122507123,0.007063572149344097,0.0,0.004077638231936062,0.004366812227074236,0.005627647024695894,0.004526105946172304,1.57859988291123,1.5494273910666987,-20.788863072250805,1.178161727824594,1.1882772263202537
Bayan-Ulgii,1996,0.009987515605493135,0.01172529313232831,0.01176470588235294,0.008346524679810044,0.007532122286220647,0.009649862026801499,0.009871232317241015,0.09235134132943461,0.16835105710961976,-22.87911031318431,-0.31334808479460613,-0.33787433471692313
Bayan-Ulgii,1997,0.01542111506524318,0.04743390357698289,0.0119047619047619,0.01654306902452938,0.02276019035795572,0.026654907534637597,0.022812607985894615,0.7339799404611169,0.7320782600431521,-21.1638051582105,0.9106193101520104,0.914520878946547
Bayan-Ulgii,1998,0.1014823261117446,0.1882970742685671,0.03529411764705882,0.1129723934601983,0.1173657100809419,0.13230595473391685,0.11108232431370213,0.1272024052500404,0.019146256782884806,-22.01978010697796,0.29983269580264127,0.2895481586444438
Bayan-Ulgii,1999,0.02255639097744361,0.02519548218940052,0.01219512195121951,0.01321856747617584,0.01503453880536368,0.019196402352566092,0.01764002027992063,0.33241574442446353,0.394019019863247,-21.042282196969673,0.9973328269072294,1.0032484004414313
Bayan-Ulgii,2000,0.08816120906801007,0.1982456140350877,0.125,0.0482394912362339,0.05326360643036995,0.10273442241447867,0.10258198415394033,0.23257839938738595,0.21209894821144298,-21.858924727006368,0.4146121213853654,0.4069934466646495
Bayan-Ulgii,2001,0.09011627906976745,0.2149532710280374,0.02857142857142857,0.05947172257332686,0.06176865528486477,0.10743487093416243,0.090976271305485,0.14488309937892993,0.15558966541051594,-22.740112339366544,-0.21416515665889108,-0.23638778778181044
Bayan-Ulgii,2002,0.1366366366366366,0.2605140186915888,0.04687499999999999,0.1158001350438893,0.1272627537026879,0.157526438053625,0.13741770881496052,-0.633256749925165,-0.5677572263705133,-21.72787114923648,0.5081262729148006,0.5026795542103273
Bayan-Ulgii,2003,0.0396039603960396,0.05100830367734283,0.01694915254237288,0.02293747687754347,0.0211864406779661,0.03311341533324617,0.03033706683425298,-0.8531461122683087,-0.8378222264224457,-22.122812074603434,0.2263135504510962,0.21432146050603473
Bayan-Ulgii,2004,0.02415458937198068,0.03085714285714286,0.01785714285714286,0.01409740021969974,0.01448803516197298,0.02056287947401966,0.020290862093587825,0.5443852841524983,0.5219514696743875,-21.902100164240036,0.3838040011606114,0.3754697782477032
Bayan-Ulgii,2005,0.0756578947368421,0.1290697674418605,0.04166666666666667,0.05755006314270251,0.06772784019975031,0.08144537398288675,0.07433444643756441,-0.43956525532456314,-0.4673428435711103,-25.422247256654657,-2.1280203550119894,-2.194694111919565
Bayan-Ulgii,2006,0.02430555555555555,0.02236024844720497,0.02325581395348838,0.009327354260089687,0.01047373509506929,0.015886428098471145,0.017944541462281575,0.21971266640639184,0.2777122153948877,-23.52343343098956,-0.7731091283134285,-0.8083137702028735
Bayan-Ulgii,2007,0.03074433656957929,0.02702702702702703,0.02325581395348838,0.01310116086235489,0.01487928130263897,0.020456643927101916,0.02180152394301771,-0.43817096950483825,-0.4090677714007628,-19.54611787507026,2.0649308237868333,2.095642386530448
Bayan-Ulgii,2008,0.0669710806697108,0.1107594936708861,0.02325581395348838,0.0280811232449298,0.03120262758969176,0.0559692799254464,0.05205402782574138,-0.9071321667132576,-0.8474762317146702,-24.167871741092544,-1.2329523680619812,-1.2788373110049627
Bayan-Ulgii,2009,0.09547738693467336,0.1362530413625304,0.025,0.06776859504132231,0.08051881340696032,0.09165686901244115,0.08100356734909728,-1.0917597973982118,-1.1784748249204047,-22.9183674205433,-0.34136025469218845,-0.3665371141740427
Bayan-Ulgii,2010,0.1333333333333333,0.1669024045261669,0.05128205128205129,0.09326721342742705,0.1278391651319828,0.12727053948855313,0.11452483354019227,-1.0405196539011932,-0.9581013476520814,-25.076386515299458,-1.881229124085331,-1.9421709175413815
Bayan-Ulgii,2011,0.02298850574712644,0.02118003025718608,0.02631578947368421,0.01130926489778164,0.01155651859877212,0.01600409933743267,0.018670021794910098,-0.31049799120528376,-0.35513204418809396,-24.17694008567114,-1.2394231456132292,-1.285458378581863
